"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"16106107021","51516","4","3","3","2","2","0","1","8","35"
"17106107001","51516","5","4","4","4","4","3","3","18","44"
"17106107002","51516","3","4","2","3","2","3","2","12","26"
"17106107003","51516","4","4","1","2","3","4","4","14","34"
"17106107004","51516","4","3","3","4","2","3","1","13","30"
"17106107005","51516","5","5","4","4","4","4","4","20","36"
"17106107006","51516","3","4","3","1","0","3","1","8","31"
"17106107007","51516","4","4","3","4","2","3","2","14","28"
"17106107008","51516","3","4","3","1","2","4","2","12","35"
"17106107009","51516","4","4","3","4","4","2","4","17","29"
"17106107010","51516","3","4","1","3","0","3","2","9","33"
"17106107011","51516","4","5","3","3","4","4","4","18","47"
"17106107012","51516","3","4","0","0","1","3","0","4","36"
"17106107013","51516","4","3","4","3","1","4","0","12","37"
"17106107014","51516","4","4","3","4","3","3","4","17","39"
"17106107015","51516","3","4","4","2","4","0","3","13","25"
"17106107016","51516","4","3","4","2","0","0","0","6","26"
"17106107017","51516","4","4","4","0","4","2","3","13","37"
"17106107018","51516","4","4","1","4","4","3","4","16","46"
"17106107019","51516","4","3","0","1","3","0","0","4","29"
"17106107020","51516","5","4","4","4","2","4","4","18","31"
"17106107021","51516","4","3","4","3","1","0","1","9","25"
"17106107022","51516","4","5","3","4","4","3","4","18","50"
"17106107023","51516","5","4","3","4","4","4","4","19","32"
"17106107024","51516","3","4","3","3","4","2","0","12","27"
"17106107025","51516","5","5","4","4","4","3","4","19","34"
"17106107026","51516","4","4","4","4","4","4","0","16","25"
"17106107028","51516","4","4","4","3","4","4","2","17","37"
"17106107029","51516","3","4","0","2","2","4","4","12","29"
"17106107030","51516","4","4","3","0","3","4","3","13","33"
"17106107031","51516","3","4","4","3","2","3","0","12","33"
"17106107032","51516","4","3","3","1","0","3","4","11","25"
"17106107034","51516","4","4","1","4","3","3","2","13","26"
"17106107036","51516","4","4","4","4","1","4","2","15","44"
"17106107037","51516","3","4","1","3","0","4","3","11","26"
"17106107038","51516","4","3","2","4","4","0","2","12","28"
"17106107039","51516","4","3","1","3","2","2","2","10","26"
"17106107040","51516","4","4","3","3","3","4","4","17","32"
"17106107041","51516","3","4","1","4","3","0","1","9","12"
"17106107042","51516","4","4","3","4","4","4","3","18","35"
"18106107902","51516","4","3","1","3","3","1","4","12","35"
"18106107903","51516","4","5","4","4","3","4","4","19","42"
"18106107904","51516","3","4","1","3","4","0","3","11","40"
"18106107905","51516","4","3","4","1","2","4","0","11","40"
"18106107906","51516","3","4","4","4","1","2","1","12","30"
"18106107907","51516","4","4","4","1","2","3","4","14","39"
"18106107908","51516","3","4","0","4","2","4","0","10","33"
"18106107909","51516","4","3","0","0","1","1","0","2","35"
