"PO1","CO1,CO2,CO3,CO4,CO6","36","86","3","54.59","54.59"
"PO2","CO5","6","15","1","53.03","17.68"
"PO3","CO1","5","12","1","53.61","17.87"
"PO5","CO2,CO3,CO4","14","34","2","53.63","35.75"
"PO6","CO2,CO3,CO4","14","34","2","53.63","35.75"
"POS1","CO1,CO2,CO3,CO4,CO5,CO6","42","100","3","54.33","54.33"
