PO/PSO,COs,Total Session,%Session,Mapping Strength
 PO2,CO1,10,23,1
PO1,CO1,10,23,1
PO10,"CO1,CO2",20,45,3
PO11,"CO1,CO3,CO4",26,58,3
PO12,"CO2,CO3,CO5,CO6",27,60,3
PO2,"CO2,CO4",18,40,3
PO3,CO1,10,23,1
PO4,"CO2,CO4",18,40,3
PO5,"CO1,CO3,CO5,CO6",27,60,3
PO6,CO3,8,18,1
PO7,CO2,10,23,1
PO8,CO2,10,23,1
PO9,CO1,10,23,1
PSO1,"CO2,CO3,CO4,CO6",30,67,3
PSO2,"CO1,CO2",20,45,3
PSO3,"CO3,CO4,CO5,CO6",25,56,3
