"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","241702","5","5","3","4","4","4","4","19","45"
"14106107184","241702","5","4","4","4","4","3","3","18","40"
"14106107185","241702","5","5","4","4","4","4","4","20","30"
"14106107186","241702","4","5","4","3","4","4","4","19","34"
"14106107187","241702","5","5","4","3","4","4","4","19","40"
"14106107188","241702","5","5","4","3","4","4","4","19","39"
"14106107189","241702","4","4","2","4","4","4","4","18","41"
"14106107192","241702","5","5","4","4","4","4","4","20","43"
"14106107197","241702","4","4","3","4","3","2","4","16","33"
"14106107198","241702","5","4","4","4","3","4","4","19","34"
"14106107201","241702","5","5","4","4","3","4","4","19","39"
"14106107202","241702","4","5","4","4","4","4","3","19","38"
"14106107203","241702","5","5","4","4","4","4","3","19","39"
"14106107204","241702","5","4","4","4","3","4","4","19","38"
"14106107205","241702","5","4","3","4","4","4","4","19","34"
"14106107206","61711","4","4","4","3","3","3","3","16","47"
"14106107207","241702","4","4","2","4","3","4","4","17","33"
"14106107209","241702","5","5","4","3","4","4","4","19","42"
"14106107211","241702","4","5","4","3","4","4","4","19","25"
"14106107263","241702","5","4","3","4","4","4","4","19","41"
"14106107264","241702","5","5","4","4","3","4","4","19","35"
"14106107265","241702","4","5","4","2","4","4","4","18","40"
"14106107266","241702","5","5","4","4","4","3","4","19","37"
"14106107267","241702","4","4","3","4","3","4","4","18","39"
"14106107268","241702","4","5","4","4","4","3","3","18","39"
"14106107269","241702","5","5","4","4","3","4","4","19","36"
"14106107270","241702","4","5","4","4","4","4","3","19","33"
"14106107316","241702","5","5","4","4","4","4","4","20","39"
"14106107317","241702","4","4","3","3","4","4","4","18","41"
"14106107318","241702","5","5","4","4","4","4","4","20","37"
