16106107021,61604,,,21,44
17106107001,61604,,,24,56
17106107002,61604,,,24,50
17106107003,61604,,,24,53
17106107004,61604,,,25,53
17106107005,61604,,,27,57
17106107006,61604,,,24,52
17106107007,61604,,,24,52
17106107008,61604,,,27,55
17106107009,61604,,,27,54
17106107010,61604,,,25,50
17106107011,61604,,,24,53
17106107012,61604,,,24,48
17106107013,61604,,,24,49
17106107014,61604,,,24,53
17106107015,61604,,,23,46
17106107016,61604,,,24,48
17106107017,61604,,,24,52
17106107018,61604,,,24,53
17106107019,61604,,,24,47
17106107020,61604,,,25,53
17106107021,61604,,,24,48
17106107022,61604,,,23,54
17106107023,61604,,,24,53
17106107024,61604,,,24,48
17106107025,61604,,,23,52
17106107026,61604,,,23,47
17106107028,61604,,,23,51
17106107029,61604,,,23,48
17106107030,61604,,,24,49
17106107031,61604,,,24,49
17106107032,61604,,,21,45
17106107034,61604,,,24,52
17106107036,61604,,,24,51
17106107037,61604,,,23,48
17106107038,61604,,,24,47
17106107039,61604,,,24,49
17106107040,61604,,,24,52
17106107041,61604,,,23,44
17106107042,61604,,,24,52
18106107902,61604,,,24,51
18106107903,61604,,,24,52
18106107904,61604,,,22,47
18106107905,61604,,,27,56
18106107906,61604,,,25,49
18106107907,61604,,,24,51
18106107908,61604,,,23,46
18106107909,61604,,,23,46
