"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107191","031411","5","5","3","4","2","4","4","17","47.00"
"15106107227","031411","5","5","4","4","4","1","1","14","49.00"
"15106107228","031411","5","5","3","3","4","4","4","18","47.00"
"15106107229","031411","5","5","4","4","3","4","4","19","52.00"
"15106107230","031411","5","5","4","3","4","4","3","18","47.00"
"15106107231","031411","5","5","3","2","2","2","4","13","30.00"
"15106107233","031411","5","5","3","4","4","4","4","19","36.00"
"15106107234","031411","5","5","4","4","4","4","4","20","56.00"
"15106107235","031411","5","5","4","2","4","2","4","16","50.00"
"15106107236","031411","5","5","3","4","4","4","4","19","31.00"
"15106107237","031411","5","5","3","4","4","4","4","19","37.00"
"15106107238","031411","5","5","4","4","3","4","4","19","60.00"
"15106107239","031411","5","5","3","4","3","0","4","14","50.00"
"15106107240","031411","5","5","4","4","4","0","4","16","50.00"
"15106107241","031411","5","5","3","4","4","4","4","19","42.00"
"15106107242","031411","5","5","4","2","4","3","4","17","31.00"
"15106107244","031411","5","5","4","4","4","4","3","19","44.00"
"15106107245","031411","4","5","3","3","4","4","4","18","45.00"
"15106107246","031411","5","5","4","4","3","4","3","18","52.00"
"15106107247","031411","5","5","1","4","2","3","3","13","33.00"
"15106107248","031411","5","5","3","4","4","4","4","19","48.00"
"15106107249","031411","5","5","4","4","4","3","3","18","53.00"
"15106107250","031411","5","5","4","4","3","3","4","18","49.00"
"15106107253","031411","4","5","4","3","3","4","4","18","48.00"
"15106107254","031411","4","5","4","4","2","4","4","18","36.00"
"15106107255","031411","5","5","4","4","4","3","2","17","20"
"15106107256","031411","5","5","4","1","4","4","4","17","53.00"
"15106107257","031411","5","5","2","3","4","4","0","13","20"
"15106107259","031411","5","5","2","4","1","3","2","12","49.00"
"15106107260","031411","4","5","4","4","2","1","1","12","50.00"
"15106107262","031411","4","5","4","1","4","0","2","11","35.00"
"15106107263","031411","5","5","0","3","3","0","4","10","46.00"
"15106107264","031411","5","5","4","4","4","4","3","19","54.00"
"15106107265","031411","5","5","1","3","4","3","4","15","40.00"
"15106107266","031411","5","5","4","4","4","4","4","20","61.00"
"15106107267","031411","4","5","3","4","0","3","1","11","49.00"
