"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107191","061604","4","5","3","2","3","3","4","15","43.00"
"15106107227","061604","5","5","4","4","4","4","2","18","39.00"
"15106107228","061604","5","5","3","2","3","4","4","16","40.00"
"15106107229","061604","5","5","4","3","4","4","4","19","46.00"
"15106107230","061604","5","5","2","3","4","4","3","16","51.00"
"15106107231","061604","4","5","1","3","4","3","4","15","42.00"
"15106107233","061604","5","5","4","3","4","4","4","19","52.00"
"15106107234","061604","5","5","4","4","4","4","4","20","55.00"
"15106107235","061604","5","5","2","3","4","4","3","16","41.00"
"15106107236","061604","5","5","4","4","3","4","4","19","29.00"
"15106107237","061604","5","5","4","4","4","3","4","19","32.00"
"15106107238","061604","5","5","3","4","3","4","4","18","38.00"
"15106107239","061604","5","5","4","4","3","4","2","17","38.00"
"15106107240","061604","5","5","4","0","4","0","3","11","30.00"
"15106107241","061604","5","5","0","2","4","2","4","12","39.00"
"15106107242","061604","5","5","4","2","0","0","4","10","37.00"
"15106107244","061604","5","5","4","1","3","1","3","12","39.00"
"15106107245","061604","5","5","2","3","4","4","0","13","39.00"
"15106107246","061604","5","5","3","2","0","4","4","13","44.00"
"15106107247","061604","5","5","3","0","3","1","4","11","28.00"
"15106107248","061604","5","5","3","2","3","1","3","12","41.00"
"15106107249","061604","5","5","3","4","4","4","4","19","45.00"
"15106107250","061604","5","5","4","4","3","4","4","19","36.00"
"15106107253","061604","5","5","4","4","4","2","4","18","41.00"
"15106107254","061604","5","5","4","4","4","1","4","17","42.00"
"15106107255","061604","5","5","2","4","3","0","2","11","39.00"
"15106107256","061604","5","5","4","1","2","2","2","11","35.00"
"15106107257","061604","5","5","0","3","4","0","3","10","25.00"
"15106107259","061604","5","5","4","0","2","3","1","10","29.00"
"15106107260","061604","5","5","3","4","3","4","4","18","39.00"
"15106107262","061604","5","5","4","4","0","2","3","13","25.00"
"15106107263","061604","5","5","4","1","2","3","2","12","25.00"
"15106107264","061604","5","5","4","1","4","4","2","15","46.00"
"15106107265","061604","5","5","0","3","3","3","4","13","30.00"
"15106107266","061604","5","5","3","4","4","4","4","19","40.00"
"15106107267","061604","5","5","4","4","0","1","3","12","32.00"
