"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","51614","5","5","0","3","3","3","4","13","38"
"14106107184","51614","5","5","4","1","4","2","1","12","33"
"14106107185","51614","4","5","4","1","4","4","4","17","55"
"14106107186","51614","5","5","4","2","4","4","4","18","55"
"14106107187","51614","5","5","3","3","4","4","3","17","39"
"14106107188","51614","5","5","3","2","4","3","4","16","45"
"14106107189","51614","5","5","4","3","3","4","3","17","38"
"14106107192","51614","5","5","1","3","3","4","2","13","48"
"14106107197","51614","4","5","4","4","2","3","0","13","25"
"14106107198","51614","4","5","3","3","1","0","4","11","42"
"14106107201","51614","5","5","3","4","4","3","3","17","40"
"14106107202","51614","5","5","4","4","2","3","2","15","37"
"14106107203","51614","4","5","3","4","3","4","3","17","46"
"14106107204","51614","4","5","3","2","4","3","3","15","31"
"14106107205","51614","5","5","4","4","3","3","4","18","50"
"14106107206","51614","4","5","3","4","3","1","2","13","48"
"14106107207","51614","4","4","3","2","2","0","3","10","35"
"14106107209","51614","4","5","3","3","3","4","4","17","43"
"14106107211","51614","4","5","3","0","1","3","3","10","36"
"14106107263","51614","5","5","4","3","2","4","4","17","51"
"14106107264","51614","4","5","3","2","1","4","1","11","52"
"14106107265","51614","4","5","3","2","4","3","2","14","54"
"14106107266","51614","4","5","3","0","3","4","4","14","55"
"14106107267","51614","4","5","4","1","3","4","4","16","44"
"14106107268","51614","4","5","4","2","2","3","3","14","53"
"14106107269","51614","4","4","1","0","3","1","2","7","50"
"14106107317","51614","5","5","4","3","4","3","4","18","41"
"14106107270","51614","4","4","0","0","3","3","1","7","49"
"14106107316","51614","5","5","3","3","4","4","4","18","51"
"14106107318","51614","5","5","3","4","4","4","3","18","53"
