16106107021,61606,,,22,45
17106107001,61606,,,27,60
17106107002,61606,,,27,54
17106107003,61606,,,28,57
17106107004,61606,,,26,54
17106107005,61606,,,26,56
17106107006,61606,,,23,51
17106107007,61606,,,26,54
17106107008,61606,,,25,53
17106107009,61606,,,24,51
17106107010,61606,,,25,50
17106107011,61606,,,25,54
17106107012,61606,,,25,49
17106107013,61606,,,25,50
17106107014,61606,,,26,55
17106107015,61606,,,24,47
17106107016,61606,,,26,50
17106107017,61606,,,24,52
17106107018,61606,,,24,53
17106107019,61606,,,24,47
17106107020,61606,,,27,55
17106107021,61606,,,24,48
17106107022,61606,,,25,57
17106107023,61606,,,26,55
17106107024,61606,,,27,52
17106107025,61606,,,25,54
17106107026,61606,,,23,47
17106107028,61606,,,25,54
17106107029,61606,,,23,48
17106107030,61606,,,26,51
17106107031,61606,,,25,50
17106107032,61606,,,26,51
17106107034,61606,,,24,52
17106107036,61606,,,26,53
17106107037,61606,,,25,50
17106107038,61606,,,23,46
17106107039,61606,,,25,50
17106107040,61606,,,24,52
17106107041,61606,,,24,45
17106107042,61606,,,25,53
18106107902,61606,,,25,52
18106107903,61606,,,23,51
18106107904,61606,,,22,47
18106107905,61606,,,25,53
18106107906,61606,,,26,50
18106107907,61606,,,24,51
18106107908,61606,,,24,47
18106107909,61606,,,23,46
