"14106107191","61808","3","4","2","4","3","4","0","13","44"
"15106107230","61808","4","4","3","4","3","4","4","18","43"
"15106107231","61808","3","4","3","2","2","0","4","11","30"
"15106107228","61808","3","4","1","2","3","2","4","12","41"
"15106107233","61808","4","4","4","4","3","3","4","18","41"
"15106107227","61808","4","4","3","1","4","4","2","14","49"
"15106107260","61808","4","4","4","2","3","2","2","13","36"
"15106107262","61808","3","4","3","0","4","1","3","11","38"
"15106107259","61808","4","3","3","3","4","0","2","12","47"
"15106107267","61808","3","4","3","1","0","4","3","11","38"
"15106107234","61808","5","5","4","4","3","4","4","19","57"
"15106107235","61808","3","4","2","2","2","3","2","11","42"
"15106107236","61808","4","3","3","2","0","2","4","11","32"
"15106107263","61808","4","3","3","0","2","4","3","12","34"
"15106107264","61808","4","5","3","4","4","3","4","18","48"
"15106107237","61808","4","5","4","3","4","3","4","18","53"
"15106107238","61808","4","4","4","0","4","3","4","15","50"
"15106107239","61808","4","3","3","4","4","1","1","13","50"
"15106107229","61808","5","4","4","3","4","3","4","18","43"
"15106107240","61808","3","4","2","3","1","2","4","12","49"
"15106107241","61808","3","4","4","1","4","4","0","13","43"
"15106107242","61808","4","4","4","3","2","1","3","13","40"
"15106107244","61808","3","4","2","1","2","4","3","12","41"
"15106107265","61808","3","4","4","2","1","2","3","12","31"
"15106107245","61808","4","4","2","4","1","3","3","13","48"
"15106107246","61808","4","4","3","4","3","3","2","15","49"
"15106107247","61808","4","3","2","4","1","1","3","11","39"
"15106107248","61808","4","4","4","4","1","3","4","16","53"
"15106107249","61808","4","4","4","3","4","3","3","17","46"
"15106107250","61808","4","4","3","3","2","3","4","15","41"
"15106107253","61808","3","4","3","4","3","2","1","13","43"
"15106107254","61808","4","4","4","1","4","3","4","16","42"
"15106107255","61808","4","3","1","4","3","3","0","11","32"
"15106107266","61808","4","3","4","3","1","1","4","13","48"
"15106107256","61808","3","4","3","2","4","2","0","11","44"
"15106107257","61808","4","3","2","2","1","3","3","11","28"
"15078329467.25","61808.0","3.72","3.86","3.06","2.58","2.61","2.58","2.83","13.67","42.58"
