16106107021,61502,,,18,49
17106107001,61502,,,25,62
17106107002,61502,,,22,46
17106107003,61502,,,24,51
17106107004,61502,,,25,43
17106107005,61502,,,25,51
17106107006,61502,,,22,54
17106107007,61502,,,22,60
17106107008,61502,,,23,53
17106107009,61502,,,21,52
17106107010,61502,,,23,35
17106107011,61502,,,26,61
17106107012,61502,,,18,48
17106107013,61502,,,20,53
17106107014,61502,,,20,52
17106107015,61502,,,20,35
17106107016,61502,,,21,34
17106107017,61502,,,21,63
17106107018,61502,,,22,56
17106107019,61502,,,20,29
17106107020,61502,,,24,51
17106107021,61502,,,19,44
17106107022,61502,,,25,55
17106107023,61502,,,24,46
17106107024,61502,,,21,45
17106107025,61502,,,24,54
17106107026,61502,,,20,47
17106107028,61502,,,22,56
17106107029,61502,,,20,43
17106107030,61502,,,19,47
17106107031,61502,,,23,31
17106107032,61502,,,22,45
17106107034,61502,,,25,46
17106107036,61502,,,20,56
17106107037,61502,,,23,46
17106107038,61502,,,19,54
17106107039,61502,,,24,38
17106107040,61502,,,23,54
17106107041,61502,,,16,28
17106107042,61502,,,22,43
18106107902,61502,,,25,55
18106107903,61502,,,25,51
18106107904,61502,,,25,50
18106107905,61502,,,24,54
18106107906,61502,,,20,43
18106107907,61502,,,23,53
18106107908,61502,,,19,41
18106107909,61502,,,20,32
