"PO1","CO1,CO2,CO3,CO4,CO5,CO6","42","100","3","49.66","49.66"
"PO2","CO2,CO4","14","34","2","49.49","33.0"
"PO5","CO3","9","22","1","48.54","16.18"
"PSO3","CO1,CO2,CO3,CO4,CO5,CO6","42","100","3","49.66","49.66"
