"16106107021","51403","4","3","1","4","3","0","1","9","32"
"17106107001","51403","4","4","2","3","4","4","4","17","39"
"17106107002","51403","4","3","1","4","1","1","4","11","38"
"17106107003","51403","4","4","4","3","2","2","4","15","47"
"17106107004","51403","3","4","4","2","4","0","3","13","39"
"17106107005","51403","4","4","3","3","4","3","3","16","49"
"17106107006","51403","4","4","3","4","1","3","2","13","53"
"17106107007","51403","3","4","1","4","1","4","3","13","54"
"17106107008","51403","4","4","4","2","3","4","0","13","40"
"17106107009","51403","4","3","1","4","1","4","1","11","45"
"17106107010","51403","3","4","0","0","4","3","2","9","28"
"17106107011","51403","4","4","4","0","4","4","4","16","52"
"17106107012","51403","4","3","0","4","0","2","3","9","39"
"17106107013","51403","3","4","3","2","0","0","4","9","35"
"17106107014","51403","3","4","2","1","2","4","2","11","42"
"17106107015","51403","4","3","4","1","3","1","2","11","32"
"17106107016","51403","3","4","3","4","0","1","1","9","27"
"17106107017","51403","3","4","3","1","3","4","0","11","38"
"17106107018","51403","4","3","2","2","2","3","3","12","45"
"17106107019","51403","4","3","1","2","2","1","3","9","35"
"17106107020","51403","4","3","4","3","4","0","0","11","41"
"17106107021","51403","3","4","1","0","0","0","0","1","29"
"17106107022","51403","4","4","2","4","4","1","2","13","42"
"17106107023","51403","4","4","2","3","4","2","2","13","41"
"17106107024","51403","3","4","2","1","2","3","1","9","25"
"17106107025","51403","4","4","3","2","2","3","4","14","46"
"17106107026","51403","4","3","3","2","1","1","4","11","38"
"17106107028","51403","4","3","4","0","1","4","4","13","43"
"17106107029","51403","3","4","0","0","4","3","2","9","32"
"17106107030","51403","3","4","3","3","2","0","1","9","29"
"17106107031","51403","4","3","3","2","3","1","2","11","31"
"17106107032","51403","3","4","1","4","4","1","0","10","34"
"17106107034","51403","4","3","3","2","3","2","3","13","36"
"17106107036","51403","4","3","1","1","4","2","1","9","33"
"17106107037","51403","4","3","0","3","4","2","0","9","24"
"17106107038","51403","3","4","1","2","0","4","2","9","25"
"17106107039","51403","4","3","3","2","1","2","3","11","28"
"17106107040","51403","4","4","4","3","3","3","2","15","37"
"17106107041","51403","4","3","3","3","1","1","1","9","25"
"17106107042","51403","4","4","1","4","1","4","3","13","52"
"18106107902","51403","4","3","3","1","4","2","1","11","27"
"18106107903","51403","4","3","3","1","1","2","3","10","39"
"18106107904","51403","3","4","1","1","3","4","1","10","38"
"18106107905","51403","4","4","4","1","3","2","4","14","49"
"18106107906","51403","4","3","2","1","4","2","0","9","43"
"18106107907","51403","4","3","1","0","1","4","3","9","29"
"18106107908","51403","4","3","1","2","4","0","2","9","25"
"18106107909","51403","4","3","1","1","2","2","3","9","16"
"17251940501.52","51403.0","3.71","3.54","2.21","2.12","2.38","2.19","2.15","11.04","36.79"
