PO/PSO,COs,Total Session,%Session,Mapping Strength
PO1,"CO1,CO2,CO4,CO5,CO6",36,82,3
PO2,"CO1,CO2,CO3,CO5,CO6",38,87,3
PO3,"CO3,CO4,CO6",18,41,3
PO4,"CO2,CO3,CO4,CO5,CO6",34,78,3
PO5,"CO3,CO5,CO6",18,41,3
POS1,"CO1,CO2,CO3,CO4,CO5,CO6",44,100,3
