"14106107182","031201P","4","5","9","21"
"14106107183","031201P","4","5","9","23"
"14106107184","031201P","4","4","9","21"
"14106107185","031201P","5","5","9","22"
"14106107186","031201P","5","5","9","22"
"14106107187","031201P","5","4","10","23"
"14106107188","031201P","5","4","10","21"
"14106107189","031201P","5","5","10","22"
"14106107192","031201P","4","5","9","22"
"14106107197","031201P","5","5","9","21"
"14106107198","031201P","4","4","9","21"
"14106107201","031201P","4","4","9","23"
"14106107202","031201P","5","5","9","21"
"14106107203","031201P","4","5","9","22"
"14106107204","031201P","4","5","9","21"
"14106107205","031201P","4","5","9","22"
"14106107206","031201P","4","4","9","23"
"14106107207","031201P","4","5","9","21"
"14106107209","031201P","4","5","9","22"
"14106107211","031201P","4","4","9","21"
"14106107263","031201P","5","4","10","22"
"14106107264","031201P","5","5","10","22"
"14106107265","031201P","4","4","9","24"
"14106107266","031201P","5","4","10","22"
"14106107267","031201P","5","4","10","21"
"14106107268","031201P","4","4","9","23"
"14106107269","031201P","4","4","9","21"
"14106107270","031201P","4","5","9","21"
