"14106107182","011102P","5","5","8","28"
"14106107183","011102P","5","5","8","27"
"14106107184","011102P","5","5","8","28"
"14106107185","011102P","5","5","8","28"
"14106107186","011102P","5","5","8","29"
"14106107187","011102P","5","5","9","29"
"14106107188","011102P","5","5","7","28"
"14106107189","011102P","5","5","8","28"
"14106107192","011102P","5","5","8","27"
"14106107197","011102P","5","5","7","27"
"14106107198","011102P","5","5","7","28"
"14106107201","011102P","5","5","8","28"
"14106107202","011102P","5","5","8","28"
"14106107203","011102P","5","5","8","29"
"14106107204","011102P","5","5","7","27"
"14106107205","011102P","5","5","8","28"
"14106107206","011102P","5","5","7","28"
"14106107207","011102P","5","5","7","27"
"14106107209","011102P","5","5","8","28"
"14106107211","011102P","5","5","7","27"
"14106107263","011102P","5","5","7","28"
"14106107264","011102P","5","5","8","27"
"14106107265","011102P","5","5","8","27"
"14106107266","011102P","5","5","7","29"
"14106107267","011102P","5","5","7","28"
"14106107268","011102P","5","5","7","28"
"14106107269","011102P","5","5","7","28"
"14106107270","011102P","5","5","7","27"
