"14106107182","051617P","5","5","8","27"
"14106107184","051617P","5","5","8","25"
"14106107185","051617P","4","5","9","26"
"14106107186","051617P","4","5","8","27"
"14106107187","051617P","4","5","8","26"
"14106107188","051617P","5","5","7","28"
"14106107189","051617P","4","5","7","25"
"14106107192","051617P","4","5","8","28"
"14106107197","051617P","4","5","7","26"
"14106107198","051617P","5","5","6","26"
"14106107201","051617P","5","5","8","26"
"14106107202","051617P","4","5","7","26"
"14106107203","051617P","4","5","7","27"
"14106107204","051617P","4","5","8","26"
"14106107205","051617P","4","5","7","25"
"14106107206","051617P","5","5","6","25"
"14106107207","051617P","4","5","7","25"
"14106107209","051617P","4","4","8","26"
"14106107211","051617P","5","4","8","25"
"14106107263","051617P","4","5","7","25"
"14106107264","051617P","5","5","6","26"
"14106107265","051617P","5","4","7","26"
"14106107266","051617P","4","5","8","27"
"14106107267","051617P","4","4","9","26"
"14106107268","051617P","5","5","6","25"
"14106107269","051617P","4","5","7","26"
"14106107317","051617P","5","5","7","26"
"14106107270","051617P","5","5","6","27"
"14106107316","051617P","4","4","8","25"
"14106107318","051617P","5","4","6","27"
