"14106107182","061502P","5","4","9","27"
"14106107184","061502P","5","5","8","26"
"14106107185","061502P","5","5","9","27"
"14106107186","061502P","5","5","9","28"
"14106107187","061502P","5","5","8","29"
"14106107188","061502P","5","5","9","27"
"14106107189","061502P","5","5","8","28"
"14106107192","061502P","5","4","9","29"
"14106107197","061502P","5","5","9","26"
"14106107198","061502P","5","5","9","26"
"14106107201","061502P","5","5","9","26"
"14106107202","061502P","5","5","8","26"
"14106107203","061502P","5","4","9","28"
"14106107204","061502P","5","5","8","27"
"14106107205","061502P","5","5","9","28"
"14106107206","061502P","5","5","8","26"
"14106107207","061502P","5","5","8","26"
"14106107209","061502P","5","5","8","29"
"14106107211","061502P","5","5","8","27"
"14106107263","061502P","5","5","8","27"
"14106107264","061502P","5","5","9","26"
"14106107265","061502P","5","5","9","26"
"14106107266","061502P","5","4","9","27"
"14106107267","061502P","5","4","9","26"
"14106107268","061502P","5","4","9","27"
"14106107269","061502P","5","5","9","26"
"14106107316","061502P","5","5","9","27"
"14106107317","061502P","5","5","9","26"
"14106107270","061502P","5","4","9","26"
"14106107318","061502P","5","4","9","27"
