POST_TR_SGP_TABLE_RegistrationNO,PaperCode,CA1,CA2,POST_TR_TR_MSE,IA_TOTAL,POST_TR_TR_ESE,ExamHeld,ExamName,College_Code,Course_Code,Semester
16106107037,41503,5,4,13,22,42,2018,5thSem,107,106,5
16106107037,041503P,5,4,7,16,27,2018,5thSem,107,106,5
16106107037,51505,4,5,19,28,47,2018,5thSem,107,106,5
16106107037,051505P,4,5,8,17,26,2018,5thSem,107,106,5
16106107037,51511,5,5,19,29,42,2018,5thSem,107,106,5
16106107037,51513,5,5,10,20,42,2018,5thSem,107,106,5
16106107037,51516,5,4,18,27,29,2018,5thSem,107,106,5
16106107037,051516P,4,5,8,17,20,2018,5thSem,107,106,5
16106107037,61502,5,5,15,25,37,2018,5thSem,107,106,5
16106107037,061502P,5,5,9,19,26,2018,5thSem,107,106,5
16106107039,41503,4,4,7,15,46,2018,5thSem,107,106,5
16106107039,041503P,4,4,4,12,26,2018,5thSem,107,106,5
16106107039,51505,5,4,16,25,42,2018,5thSem,107,106,5
16106107039,051505P,5,4,8,17,26,2018,5thSem,107,106,5
16106107039,51511,4,3,15,22,40,2018,5thSem,107,106,5
16106107039,51513,4,4,8,16,43,2018,5thSem,107,106,5
16106107039,51516,4,5,18,27,44,2018,5thSem,107,106,5
16106107039,051516P,5,4,7,16,22,2018,5thSem,107,106,5
16106107039,61502,4,4,13,21,42,2018,5thSem,107,106,5
16106107039,061502P,4,4,8,16,25,2018,5thSem,107,106,5
17106107901,41503,5,4,8,17,43,2018,5thSem,107,106,5
17106107901,041503P,5,5,4,14,27,2018,5thSem,107,106,5
17106107901,51505,4,5,15,24,48,2018,5thSem,107,106,5
17106107901,051505P,4,5,7,16,27,2018,5thSem,107,106,5
17106107901,51511,5,5,15,25,17,2018,5thSem,107,106,5
17106107901,51513,4,5,6,15,37,2018,5thSem,107,106,5
17106107901,51516,5,5,15,25,49,2018,5thSem,107,106,5
17106107901,051516P,4,5,7,16,22,2018,5thSem,107,106,5
17106107901,61502,5,5,18,28,48,2018,5thSem,107,106,5
17106107901,061502P,5,5,9,19,24,2018,5thSem,107,106,5
17106107902,41503,5,4,11,20,40,2018,5thSem,107,106,5
17106107902,041503P,5,4,6,15,27,2018,5thSem,107,106,5
17106107902,51505,5,4,18,27,49,2018,5thSem,107,106,5
17106107902,051505P,5,4,8,17,26,2018,5thSem,107,106,5
17106107902,51511,5,5,15,25,27,2018,5thSem,107,106,5
17106107902,51513,4,5,9,18,49,2018,5thSem,107,106,5
17106107902,51516,5,5,17,27,38,2018,5thSem,107,106,5
17106107902,051516P,5,4,7,16,22,2018,5thSem,107,106,5
17106107902,61502,5,5,16,26,39,2018,5thSem,107,106,5
17106107902,061502P,5,5,9,19,25,2018,5thSem,107,106,5
17106107903,41503,4,5,6,15,36,2018,5thSem,107,106,5
17106107903,041503P,4,5,3,12,25,2018,5thSem,107,106,5
17106107903,51505,4,4,16,24,48,2018,5thSem,107,106,5
17106107903,051505P,4,4,7,15,27,2018,5thSem,107,106,5
17106107903,51511,4,4,15,23,21,2018,5thSem,107,106,5
17106107903,51513,5,5,5,15,49,2018,5thSem,107,106,5
17106107903,51516,5,4,17,26,35,2018,5thSem,107,106,5
17106107903,051516P,4,5,7,16,22,2018,5thSem,107,106,5
17106107903,61502,4,4,16,24,44,2018,5thSem,107,106,5
17106107903,061502P,4,4,8,16,25,2018,5thSem,107,106,5
15106107251,51606,5,5,14,24,42,2018,6thSem,107,106,6
15106107251,51614,5,4,18,27,47,2018,6thSem,107,106,6
15106107251,051614P,5,5,8,18,27,2018,6thSem,107,106,6
15106107251,51617,4,4,15,23,36,2018,6thSem,107,106,6
15106107251,051617P,5,5,6,16,24,2018,6thSem,107,106,6
15106107251,61603,5,5,8,18,42,2018,6thSem,107,106,6
15106107251,061603P,4,4,8,16,24,2018,6thSem,107,106,6
15106107251,61604,4,3,12,19,44,2018,6thSem,107,106,6
15106107251,061604P,4,4,8,16,28,2018,6thSem,107,106,6
15106107251,61606,4,4,10,18,43,2018,6thSem,107,106,6
16106107001,51606,4,4,17,25,44,2018,6thSem,107,106,6
16106107001,51614,5,4,18,27,38,2018,6thSem,107,106,6
16106107001,051614P,5,5,9,19,27,2018,6thSem,107,106,6
16106107001,51617,4,4,12,20,56,2018,6thSem,107,106,6
16106107001,051617P,5,5,5,15,26,2018,6thSem,107,106,6
16106107001,61603,5,5,12,22,44,2018,6thSem,107,106,6
16106107001,061603P,4,4,8,16,26,2018,6thSem,107,106,6
16106107001,61604,4,5,16,25,47,2018,6thSem,107,106,6
16106107001,061604P,4,4,8,16,25,2018,6thSem,107,106,6
16106107001,61606,4,4,13,21,37,2018,6thSem,107,106,6
16106107003,51606,5,4,16,25,50,2018,6thSem,107,106,6
16106107003,51614,5,5,18,28,43,2018,6thSem,107,106,6
16106107003,051614P,5,5,8,18,28,2018,6thSem,107,106,6
16106107003,51617,5,4,19,28,47,2018,6thSem,107,106,6
16106107003,051617P,5,5,9,19,27,2018,6thSem,107,106,6
16106107003,61603,5,5,9,19,64,2018,6thSem,107,106,6
16106107003,061603P,4,4,8,16,27,2018,6thSem,107,106,6
16106107003,61604,5,3,16,24,44,2018,6thSem,107,106,6
16106107003,061604P,5,4,8,17,25,2018,6thSem,107,106,6
16106107003,61606,4,4,10,18,47,2018,6thSem,107,106,6
16106107004,51606,4,4,16,24,50,2018,6thSem,107,106,6
16106107004,51614,5,5,19,29,46,2018,6thSem,107,106,6
16106107004,051614P,5,5,9,19,29,2018,6thSem,107,106,6
16106107004,51617,4,5,19,28,54,2018,6thSem,107,106,6
16106107004,051617P,5,5,8,18,29,2018,6thSem,107,106,6
16106107004,61603,5,5,16,26,46,2018,6thSem,107,106,6
16106107004,061603P,5,5,9,19,29,2018,6thSem,107,106,6
16106107004,61604,5,5,15,25,45,2018,6thSem,107,106,6
16106107004,061604P,5,4,8,17,28,2018,6thSem,107,106,6
16106107004,61606,5,5,19,29,44,2018,6thSem,107,106,6
16106107005,51606,5,5,14,24,52,2018,6thSem,107,106,6
16106107005,51614,5,5,17,27,44,2018,6thSem,107,106,6
16106107005,051614P,5,5,9,19,27,2018,6thSem,107,106,6
16106107005,51617,5,5,15,25,49,2018,6thSem,107,106,6
16106107005,051617P,5,5,10,20,25,2018,6thSem,107,106,6
16106107005,61603,4,5,9,18,34,2018,6thSem,107,106,6
16106107005,061603P,4,4,7,15,22,2018,6thSem,107,106,6
16106107005,61604,5,3,11,19,39,2018,6thSem,107,106,6
16106107005,061604P,5,5,8,18,25,2018,6thSem,107,106,6
16106107005,61606,5,5,10,20,43,2018,6thSem,107,106,6
16106107006,51606,4,4,16,24,50,2018,6thSem,107,106,6
16106107006,51614,4,5,16,25,45,2018,6thSem,107,106,6
16106107006,051614P,5,4,9,18,28,2018,6thSem,107,106,6
16106107006,51617,5,5,20,30,54,2018,6thSem,107,106,6
16106107006,051617P,5,5,9,19,28,2018,6thSem,107,106,6
16106107006,61603,4,5,12,21,36,2018,6thSem,107,106,6
16106107006,061603P,5,5,8,18,29,2018,6thSem,107,106,6
16106107006,61604,4,3,15,22,41,2018,6thSem,107,106,6
16106107006,061604P,4,5,9,18,26,2018,6thSem,107,106,6
16106107006,61606,5,5,18,28,52,2018,6thSem,107,106,6
16106107007,51606,4,5,17,26,52,2018,6thSem,107,106,6
16106107007,51614,5,5,17,27,42,2018,6thSem,107,106,6
16106107007,051614P,5,5,8,18,27,2018,6thSem,107,106,6
16106107007,51617,5,5,19,29,50,2018,6thSem,107,106,6
16106107007,051617P,5,5,9,19,28,2018,6thSem,107,106,6
16106107007,61603,5,5,18,28,52,2018,6thSem,107,106,6
16106107007,061603P,4,5,10,19,29,2018,6thSem,107,106,6
16106107007,61604,4,3,16,23,43,2018,6thSem,107,106,6
16106107007,061604P,4,4,8,16,24,2018,6thSem,107,106,6
16106107007,61606,5,5,18,28,40,2018,6thSem,107,106,6
16106107008,51606,4,4,15,23,46,2018,6thSem,107,106,6
16106107008,51614,4,4,14,22,48,2018,6thSem,107,106,6
16106107008,051614P,4,4,8,16,25,2018,6thSem,107,106,6
16106107008,51617,4,4,14,22,54,2018,6thSem,107,106,6
16106107008,051617P,5,5,5,15,27,2018,6thSem,107,106,6
16106107008,61603,4,4,11,19,40,2018,6thSem,107,106,6
16106107008,061603P,4,4,7,15,23,2018,6thSem,107,106,6
16106107008,61604,4,4,14,22,37,2018,6thSem,107,106,6
16106107008,061604P,4,5,9,18,25,2018,6thSem,107,106,6
16106107008,61606,4,4,13,21,45,2018,6thSem,107,106,6
16106107009,51606,4,5,11,20,37,2018,6thSem,107,106,6
16106107009,51614,5,4,11,20,38,2018,6thSem,107,106,6
16106107009,051614P,4,4,8,16,25,2018,6thSem,107,106,6
16106107009,51617,4,4,13,21,36,2018,6thSem,107,106,6
16106107009,051617P,5,5,5,15,27,2018,6thSem,107,106,6
16106107009,61603,5,5,8,18,31,2018,6thSem,107,106,6
16106107009,061603P,4,4,6,14,21,2018,6thSem,107,106,6
16106107009,61604,4,5,11,20,42,2018,6thSem,107,106,6
16106107009,061604P,5,5,9,19,24,2018,6thSem,107,106,6
16106107009,61606,4,4,10,18,37,2018,6thSem,107,106,6
16106107010,51606,5,5,17,27,52,2018,6thSem,107,106,6
16106107010,51614,5,5,19,29,49,2018,6thSem,107,106,6
16106107010,051614P,5,5,9,19,29,2018,6thSem,107,106,6
16106107010,51617,5,5,20,30,46,2018,6thSem,107,106,6
16106107010,051617P,5,5,10,20,29,2018,6thSem,107,106,6
16106107010,61603,5,5,16,26,28,2018,6thSem,107,106,6
16106107010,061603P,5,5,7,17,25,2018,6thSem,107,106,6
16106107010,61604,5,5,17,27,52,2018,6thSem,107,106,6
16106107010,061604P,5,5,9,19,25,2018,6thSem,107,106,6
16106107010,61606,5,5,20,30,48,2018,6thSem,107,106,6
16106107011,51606,5,5,15,25,45,2018,6thSem,107,106,6
16106107011,51614,5,5,17,27,48,2018,6thSem,107,106,6
16106107011,051614P,5,5,9,19,28,2018,6thSem,107,106,6
16106107011,51617,5,5,15,25,50,2018,6thSem,107,106,6
16106107011,051617P,5,5,9,19,26,2018,6thSem,107,106,6
16106107011,61603,4,4,11,19,41,2018,6thSem,107,106,6
16106107011,061603P,4,4,6,14,23,2018,6thSem,107,106,6
16106107011,61604,5,4,16,25,50,2018,6thSem,107,106,6
16106107011,061604P,5,5,8,18,26,2018,6thSem,107,106,6
16106107011,61606,4,5,19,28,35,2018,6thSem,107,106,6
16106107012,51606,5,5,15,25,50,2018,6thSem,107,106,6
16106107012,51614,4,5,19,28,52,2018,6thSem,107,106,6
16106107012,051614P,5,5,9,19,28,2018,6thSem,107,106,6
16106107012,51617,4,5,17,26,50,2018,6thSem,107,106,6
16106107012,051617P,5,4,8,17,26,2018,6thSem,107,106,6
16106107012,61603,5,5,8,18,49,2018,6thSem,107,106,6
16106107012,061603P,4,4,8,16,24,2018,6thSem,107,106,6
16106107012,61604,5,5,19,29,44,2018,6thSem,107,106,6
16106107012,061604P,5,5,9,19,29,2018,6thSem,107,106,6
16106107012,61606,5,5,18,28,49,2018,6thSem,107,106,6
16106107013,51606,5,5,16,26,49,2018,6thSem,107,106,6
16106107013,51614,5,5,18,28,39,2018,6thSem,107,106,6
16106107013,051614P,5,5,9,19,28,2018,6thSem,107,106,6
16106107013,51617,5,5,18,28,52,2018,6thSem,107,106,6
16106107013,051617P,4,5,7,16,28,2018,6thSem,107,106,6
16106107013,61603,5,5,16,26,46,2018,6thSem,107,106,6
16106107013,061603P,4,5,9,18,28,2018,6thSem,107,106,6
16106107013,61604,5,5,15,25,49,2018,6thSem,107,106,6
16106107013,061604P,5,5,8,18,27,2018,6thSem,107,106,6
16106107013,61606,4,5,16,25,34,2018,6thSem,107,106,6
16106107014,51606,5,4,15,24,42,2018,6thSem,107,106,6
16106107014,51614,5,5,16,26,50,2018,6thSem,107,106,6
16106107014,051614P,5,5,8,18,27,2018,6thSem,107,106,6
16106107014,51617,4,5,15,24,50,2018,6thSem,107,106,6
16106107014,051617P,5,4,8,17,25,2018,6thSem,107,106,6
16106107014,61603,5,4,11,20,37,2018,6thSem,107,106,6
16106107014,061603P,4,4,7,15,23,2018,6thSem,107,106,6
16106107014,61604,5,4,14,23,38,2018,6thSem,107,106,6
16106107014,061604P,5,5,9,19,25,2018,6thSem,107,106,6
16106107014,61606,4,4,15,23,35,2018,6thSem,107,106,6
16106107015,51606,4,4,11,19,38,2018,6thSem,107,106,6
16106107015,51614,4,4,14,22,38,2018,6thSem,107,106,6
16106107015,051614P,4,4,8,16,24,2018,6thSem,107,106,6
16106107015,51617,4,4,10,18,46,2018,6thSem,107,106,6
16106107015,051617P,4,5,6,15,26,2018,6thSem,107,106,6
16106107015,61603,4,5,9,18,44,2018,6thSem,107,106,6
16106107015,061603P,4,4,8,16,24,2018,6thSem,107,106,6
16106107015,61604,4,5,15,24,40,2018,6thSem,107,106,6
16106107015,061604P,4,5,8,17,24,2018,6thSem,107,106,6
16106107015,61606,4,4,10,18,36,2018,6thSem,107,106,6
16106107016,51606,5,4,13,22,40,2018,6thSem,107,106,6
16106107016,51614,4,4,12,20,42,2018,6thSem,107,106,6
16106107016,051614P,4,4,8,16,24,2018,6thSem,107,106,6
16106107016,51617,4,4,10,18,47,2018,6thSem,107,106,6
16106107016,051617P,4,4,7,15,24,2018,6thSem,107,106,6
16106107016,61603,5,5,8,18,34,2018,6thSem,107,106,6
16106107016,061603P,4,4,6,14,23,2018,6thSem,107,106,6
16106107016,61604,4,3,13,20,46,2018,6thSem,107,106,6
16106107016,061604P,5,4,8,17,24,2018,6thSem,107,106,6
16106107016,61606,4,4,10,18,28,2018,6thSem,107,106,6
16106107017,51606,5,5,11,21,46,2018,6thSem,107,106,6
16106107017,51614,5,5,17,27,51,2018,6thSem,107,106,6
16106107017,051614P,5,5,9,19,27,2018,6thSem,107,106,6
16106107017,51617,4,4,14,22,53,2018,6thSem,107,106,6
16106107017,051617P,4,5,7,16,24,2018,6thSem,107,106,6
16106107017,61603,5,5,8,18,43,2018,6thSem,107,106,6
16106107017,061603P,4,5,7,16,24,2018,6thSem,107,106,6
16106107017,61604,5,5,18,28,46,2018,6thSem,107,106,6
16106107017,061604P,5,5,9,19,27,2018,6thSem,107,106,6
16106107017,61606,4,4,15,23,34,2018,6thSem,107,106,6
16106107018,51606,4,4,13,21,42,2018,6thSem,107,106,6
16106107018,51614,4,4,14,22,52,2018,6thSem,107,106,6
16106107018,051614P,4,4,8,16,25,2018,6thSem,107,106,6
16106107018,51617,4,4,11,19,54,2018,6thSem,107,106,6
16106107018,051617P,5,5,5,15,25,2018,6thSem,107,106,6
16106107018,61603,4,4,10,18,39,2018,6thSem,107,106,6
16106107018,061603P,4,4,6,14,22,2018,6thSem,107,106,6
16106107018,61604,5,3,11,19,47,2018,6thSem,107,106,6
16106107018,061604P,4,5,8,17,24,2018,6thSem,107,106,6
16106107018,61606,4,4,10,18,36,2018,6thSem,107,106,6
16106107019,51606,5,5,10,20,42,2018,6thSem,107,106,6
16106107019,51614,4,4,12,20,39,2018,6thSem,107,106,6
16106107019,051614P,4,4,8,16,24,2018,6thSem,107,106,6
16106107019,51617,4,4,12,20,46,2018,6thSem,107,106,6
16106107019,051617P,5,5,5,15,24,2018,6thSem,107,106,6
16106107019,61603,5,5,8,18,31,2018,6thSem,107,106,6
16106107019,061603P,4,4,7,15,22,2018,6thSem,107,106,6
16106107019,61604,5,5,9,19,46,2018,6thSem,107,106,6
16106107019,061604P,4,5,9,18,24,2018,6thSem,107,106,6
16106107019,61606,4,4,10,18,41,2018,6thSem,107,106,6
16106107020,51606,5,5,14,24,44,2018,6thSem,107,106,6
16106107020,51614,4,4,18,26,53,2018,6thSem,107,106,6
16106107020,051614P,5,5,8,18,27,2018,6thSem,107,106,6
16106107020,51617,5,5,18,28,52,2018,6thSem,107,106,6
16106107020,051617P,5,5,9,19,27,2018,6thSem,107,106,6
16106107020,61603,5,5,11,21,46,2018,6thSem,107,106,6
16106107020,061603P,4,5,9,18,28,2018,6thSem,107,106,6
16106107020,61604,4,5,12,21,42,2018,6thSem,107,106,6
16106107020,061604P,5,4,8,17,26,2018,6thSem,107,106,6
16106107020,61606,5,4,17,26,44,2018,6thSem,107,106,6
16106107022,51606,5,5,15,25,47,2018,6thSem,107,106,6
16106107022,51614,5,5,17,27,41,2018,6thSem,107,106,6
16106107022,051614P,5,5,9,19,27,2018,6thSem,107,106,6
16106107022,51617,5,4,14,23,56,2018,6thSem,107,106,6
16106107022,051617P,5,5,8,18,26,2018,6thSem,107,106,6
16106107022,61603,4,5,10,19,46,2018,6thSem,107,106,6
16106107022,061603P,4,4,7,15,26,2018,6thSem,107,106,6
16106107022,61604,5,4,18,27,43,2018,6thSem,107,106,6
16106107022,061604P,5,5,9,19,27,2018,6thSem,107,106,6
16106107022,61606,4,5,16,25,37,2018,6thSem,107,106,6
16106107023,51606,4,4,13,21,50,2018,6thSem,107,106,6
16106107023,51614,4,4,16,24,36,2018,6thSem,107,106,6
16106107023,051614P,4,4,8,16,26,2018,6thSem,107,106,6
16106107023,51617,4,4,12,20,56,2018,6thSem,107,106,6
16106107023,051617P,5,4,6,15,24,2018,6thSem,107,106,6
16106107023,61603,5,5,11,21,46,2018,6thSem,107,106,6
16106107023,061603P,4,4,7,15,26,2018,6thSem,107,106,6
16106107023,61604,4,5,14,23,39,2018,6thSem,107,106,6
16106107023,061604P,4,5,8,17,25,2018,6thSem,107,106,6
16106107023,61606,4,4,15,23,41,2018,6thSem,107,106,6
16106107024,51606,4,4,13,21,37,2018,6thSem,107,106,6
16106107024,51614,4,4,12,20,44,2018,6thSem,107,106,6
16106107024,051614P,4,4,8,16,23,2018,6thSem,107,106,6
16106107024,51617,4,4,10,18,41,2018,6thSem,107,106,6
16106107024,051617P,4,4,7,15,24,2018,6thSem,107,106,6
16106107024,61603,4,4,10,18,45,2018,6thSem,107,106,6
16106107024,061603P,4,4,8,16,21,2018,6thSem,107,106,6
16106107024,61604,4,3,13,20,43,2018,6thSem,107,106,6
16106107024,061604P,5,5,8,18,23,2018,6thSem,107,106,6
16106107024,61606,4,4,10,18,33,2018,6thSem,107,106,6
16106107025,51606,5,5,15,25,42,2018,6thSem,107,106,6
16106107025,51614,4,4,16,24,39,2018,6thSem,107,106,6
16106107025,051614P,5,5,9,19,27,2018,6thSem,107,106,6
16106107025,51617,4,4,15,23,50,2018,6thSem,107,106,6
16106107025,051617P,4,5,7,16,26,2018,6thSem,107,106,6
16106107025,61603,4,5,9,18,46,2018,6thSem,107,106,6
16106107025,061603P,4,4,6,14,22,2018,6thSem,107,106,6
16106107025,61604,4,3,14,21,49,2018,6thSem,107,106,6
16106107025,061604P,4,5,8,17,25,2018,6thSem,107,106,6
16106107025,61606,4,4,10,18,46,2018,6thSem,107,106,6
16106107026,51606,4,5,13,22,49,2018,6thSem,107,106,6
16106107026,51614,5,5,15,25,38,2018,6thSem,107,106,6
16106107026,051614P,5,5,8,18,27,2018,6thSem,107,106,6
16106107026,51617,4,4,14,22,45,2018,6thSem,107,106,6
16106107026,051617P,4,5,7,16,29,2018,6thSem,107,106,6
16106107026,61603,5,5,16,26,48,2018,6thSem,107,106,6
16106107026,061603P,4,4,7,15,27,2018,6thSem,107,106,6
16106107026,61604,4,5,13,22,54,2018,6thSem,107,106,6
16106107026,061604P,4,4,8,16,26,2018,6thSem,107,106,6
16106107026,61606,4,4,18,26,47,2018,6thSem,107,106,6
16106107027,51606,4,4,12,20,45,2018,6thSem,107,106,6
16106107027,51614,4,4,16,24,39,2018,6thSem,107,106,6
16106107027,051614P,4,4,8,16,26,2018,6thSem,107,106,6
16106107027,51617,4,4,13,21,48,2018,6thSem,107,106,6
16106107027,051617P,5,5,6,16,24,2018,6thSem,107,106,6
16106107027,61603,4,4,12,20,44,2018,6thSem,107,106,6
16106107027,061603P,4,4,8,16,24,2018,6thSem,107,106,6
16106107027,61604,4,3,14,21,45,2018,6thSem,107,106,6
16106107027,061604P,4,4,8,16,25,2018,6thSem,107,106,6
16106107027,61606,4,4,10,18,45,2018,6thSem,107,106,6
16106107028,51606,5,5,16,26,52,2018,6thSem,107,106,6
16106107028,51614,5,5,18,28,37,2018,6thSem,107,106,6
16106107028,051614P,5,5,9,19,28,2018,6thSem,107,106,6
16106107028,51617,5,5,20,30,54,2018,6thSem,107,106,6
16106107028,051617P,5,5,9,19,29,2018,6thSem,107,106,6
16106107028,61603,5,5,17,27,48,2018,6thSem,107,106,6
16106107028,061603P,5,5,9,19,29,2018,6thSem,107,106,6
16106107028,61604,5,5,17,27,42,2018,6thSem,107,106,6
16106107028,061604P,5,5,8,18,27,2018,6thSem,107,106,6
16106107028,61606,4,5,17,26,47,2018,6thSem,107,106,6
16106107029,51606,5,5,13,23,46,2018,6thSem,107,106,6
16106107029,51614,4,5,14,23,49,2018,6thSem,107,106,6
16106107029,051614P,4,4,9,17,25,2018,6thSem,107,106,6
16106107029,51617,4,4,13,21,46,2018,6thSem,107,106,6
16106107029,051617P,4,5,6,15,24,2018,6thSem,107,106,6
16106107029,61603,5,5,8,18,44,2018,6thSem,107,106,6
16106107029,061603P,4,4,6,14,21,2018,6thSem,107,106,6
16106107029,61604,4,3,13,20,46,2018,6thSem,107,106,6
16106107029,061604P,4,5,9,18,24,2018,6thSem,107,106,6
16106107029,61606,4,5,13,22,40,2018,6thSem,107,106,6
16106107030,51606,5,5,12,22,52,2018,6thSem,107,106,6
16106107030,51614,5,5,18,28,51,2018,6thSem,107,106,6
16106107030,051614P,5,5,9,19,27,2018,6thSem,107,106,6
16106107030,51617,5,5,19,29,54,2018,6thSem,107,106,6
16106107030,051617P,5,5,9,19,28,2018,6thSem,107,106,6
16106107030,61603,5,5,13,23,47,2018,6thSem,107,106,6
16106107030,061603P,4,5,8,17,30,2018,6thSem,107,106,6
16106107030,61604,5,3,12,20,41,2018,6thSem,107,106,6
16106107030,061604P,4,5,8,17,27,2018,6thSem,107,106,6
16106107030,61606,4,5,11,20,51,2018,6thSem,107,106,6
16106107031,51606,4,4,12,20,42,2018,6thSem,107,106,6
16106107031,51614,4,5,14,23,58,2018,6thSem,107,106,6
16106107031,051614P,4,4,8,16,24,2018,6thSem,107,106,6
16106107031,51617,4,4,15,23,50,2018,6thSem,107,106,6
16106107031,051617P,4,5,7,16,25,2018,6thSem,107,106,6
16106107031,61603,4,4,10,18,46,2018,6thSem,107,106,6
16106107031,061603P,4,5,8,17,23,2018,6thSem,107,106,6
16106107031,61604,5,5,12,22,43,2018,6thSem,107,106,6
16106107031,061604P,5,5,9,19,24,2018,6thSem,107,106,6
16106107031,61606,4,4,10,18,41,2018,6thSem,107,106,6
16106107032,51606,5,5,15,25,51,2018,6thSem,107,106,6
16106107032,51614,5,5,17,27,51,2018,6thSem,107,106,6
16106107032,051614P,5,5,8,18,27,2018,6thSem,107,106,6
16106107032,51617,4,5,17,26,45,2018,6thSem,107,106,6
16106107032,051617P,4,5,7,16,24,2018,6thSem,107,106,6
16106107032,61603,5,5,15,25,53,2018,6thSem,107,106,6
16106107032,061603P,4,5,7,16,25,2018,6thSem,107,106,6
16106107032,61604,4,4,15,23,47,2018,6thSem,107,106,6
16106107032,061604P,5,5,8,18,25,2018,6thSem,107,106,6
16106107032,61606,4,4,15,23,48,2018,6thSem,107,106,6
16106107033,51606,5,5,16,26,44,2018,6thSem,107,106,6
16106107033,51614,5,5,18,28,49,2018,6thSem,107,106,6
16106107033,051614P,5,5,9,19,29,2018,6thSem,107,106,6
16106107033,51617,5,5,18,28,49,2018,6thSem,107,106,6
16106107033,051617P,5,5,9,19,28,2018,6thSem,107,106,6
16106107033,61603,5,5,13,23,43,2018,6thSem,107,106,6
16106107033,061603P,5,5,8,18,27,2018,6thSem,107,106,6
16106107033,61604,5,4,18,27,36,2018,6thSem,107,106,6
16106107033,061604P,5,5,9,19,27,2018,6thSem,107,106,6
16106107033,61606,5,5,15,25,40,2018,6thSem,107,106,6
16106107034,51606,5,4,13,22,48,2018,6thSem,107,106,6
16106107034,51614,5,5,18,28,39,2018,6thSem,107,106,6
16106107034,051614P,5,5,9,19,27,2018,6thSem,107,106,6
16106107034,51617,5,5,17,27,44,2018,6thSem,107,106,6
16106107034,051617P,5,5,8,18,27,2018,6thSem,107,106,6
16106107034,61603,4,5,9,18,49,2018,6thSem,107,106,6
16106107034,061603P,4,4,7,15,26,2018,6thSem,107,106,6
16106107034,61604,5,3,14,22,48,2018,6thSem,107,106,6
16106107034,061604P,5,4,9,18,24,2018,6thSem,107,106,6
16106107034,61606,4,5,17,26,38,2018,6thSem,107,106,6
16106107036,51606,5,5,16,26,50,2018,6thSem,107,106,6
16106107036,51614,5,5,18,28,51,2018,6thSem,107,106,6
16106107036,051614P,5,5,9,19,28,2018,6thSem,107,106,6
16106107036,51617,5,5,19,29,58,2018,6thSem,107,106,6
16106107036,051617P,5,5,9,19,28,2018,6thSem,107,106,6
16106107036,61603,5,5,14,24,45,2018,6thSem,107,106,6
16106107036,061603P,4,5,9,18,30,2018,6thSem,107,106,6
16106107036,61604,5,5,17,27,46,2018,6thSem,107,106,6
16106107036,061604P,5,4,8,17,27,2018,6thSem,107,106,6
16106107036,61606,4,5,16,25,40,2018,6thSem,107,106,6
16106107037,51606,5,5,14,24,45,2018,6thSem,107,106,6
16106107037,51614,5,5,17,27,47,2018,6thSem,107,106,6
16106107037,051614P,5,5,8,18,27,2018,6thSem,107,106,6
16106107037,51617,5,5,19,29,47,2018,6thSem,107,106,6
16106107037,051617P,5,5,9,19,28,2018,6thSem,107,106,6
16106107037,61603,4,5,12,21,48,2018,6thSem,107,106,6
16106107037,061603P,4,4,7,15,23,2018,6thSem,107,106,6
16106107037,61604,5,5,15,25,52,2018,6thSem,107,106,6
16106107037,061604P,4,5,9,18,27,2018,6thSem,107,106,6
16106107037,61606,5,5,16,26,44,2018,6thSem,107,106,6
16106107039,51606,4,4,12,20,52,2018,6thSem,107,106,6
16106107039,51614,4,4,17,25,40,2018,6thSem,107,106,6
16106107039,051614P,4,4,8,16,26,2018,6thSem,107,106,6
16106107039,51617,4,4,15,23,56,2018,6thSem,107,106,6
16106107039,051617P,4,4,7,15,28,2018,6thSem,107,106,6
16106107039,61603,4,5,13,22,36,2018,6thSem,107,106,6
16106107039,061603P,4,5,9,18,29,2018,6thSem,107,106,6
16106107039,61604,4,5,19,28,49,2018,6thSem,107,106,6
16106107039,061604P,4,4,9,17,25,2018,6thSem,107,106,6
16106107039,61606,4,4,14,22,46,2018,6thSem,107,106,6
17106107901,51606,5,5,12,22,45,2018,6thSem,107,106,6
17106107901,51614,5,5,18,28,52,2018,6thSem,107,106,6
17106107901,051614P,5,5,9,19,27,2018,6thSem,107,106,6
17106107901,51617,5,5,17,27,52,2018,6thSem,107,106,6
17106107901,051617P,5,5,8,18,25,2018,6thSem,107,106,6
17106107901,61603,4,4,11,19,52,2018,6thSem,107,106,6
17106107901,061603P,4,5,8,17,24,2018,6thSem,107,106,6
17106107901,61604,5,3,16,24,46,2018,6thSem,107,106,6
17106107901,061604P,5,5,9,19,25,2018,6thSem,107,106,6
17106107901,61606,5,4,18,27,42,2018,6thSem,107,106,6
17106107902,51606,5,5,13,23,44,2018,6thSem,107,106,6
17106107902,51614,5,5,18,28,49,2018,6thSem,107,106,6
17106107902,051614P,5,5,8,18,27,2018,6thSem,107,106,6
17106107902,51617,5,5,17,27,42,2018,6thSem,107,106,6
17106107902,051617P,4,5,8,17,24,2018,6thSem,107,106,6
17106107902,61603,4,5,9,18,48,2018,6thSem,107,106,6
17106107902,061603P,4,4,8,16,26,2018,6thSem,107,106,6
17106107902,61604,5,3,16,24,43,2018,6thSem,107,106,6
17106107902,061604P,5,5,9,19,25,2018,6thSem,107,106,6
