POST_TR_SGP_TABLE_RegistrationNO,PaperCode,CA1,CA2,POST_TR_TR_MSE,IA_TOTAL,POST_TR_TR_ESE,ExamHeld,ExamName,College_Code,Course_Code,Semester
17106107902,61606,4,5,17,26,52,2018,6thSem,107,106,6
17106107903,51606,4,5,11,20,46,2018,6thSem,107,106,6
17106107903,51614,4,4,13,21,48,2018,6thSem,107,106,6
17106107903,051614P,4,5,8,17,24,2018,6thSem,107,106,6
17106107903,51617,4,5,14,23,48,2018,6thSem,107,106,6
17106107903,051617P,4,5,7,16,25,2018,6thSem,107,106,6
17106107903,61603,5,5,8,18,35,2018,6thSem,107,106,6
17106107903,061603P,4,4,7,15,23,2018,6thSem,107,106,6
17106107903,61604,5,5,17,27,45,2018,6thSem,107,106,6
17106107903,061604P,5,5,9,19,27,2018,6thSem,107,106,6
17106107903,61606,4,4,12,20,37,2018,6thSem,107,106,6
15106107251,51718,5,5,15,25,48,2019,7thSem,107,106,7
15106107251,61705,5,5,16,26,48,2019,7thSem,107,106,7
15106107251,61707,5,5,16,26,37,2019,7thSem,107,106,7
15106107251,061707P,5,5,9,19,26,2019,7thSem,107,106,7
15106107251,61711,5,4,16,25,51,2019,7thSem,107,106,7
15106107251,61722,5,3,17,25,52,2019,7thSem,107,106,7
15106107251,061724P,7,7,12,26,46,2019,7thSem,107,106,7
15106107251,061726P,4,4,5,13,23,2019,7thSem,107,106,7
15106107251,241702,4,5,17,26,60,2019,7thSem,107,106,7
16106107001,51718,5,5,17,27,48,2019,7thSem,107,106,7
16106107001,61705,4,4,18,26,42,2019,7thSem,107,106,7
16106107001,61707,5,5,16,26,37,2019,7thSem,107,106,7
16106107001,061707P,5,5,9,19,28,2019,7thSem,107,106,7
16106107001,61711,4,5,19,28,53,2019,7thSem,107,106,7
16106107001,61722,5,4,15,24,45,2019,7thSem,107,106,7
16106107001,061724P,9,9,19,37,53,2019,7thSem,107,106,7
16106107001,061726P,4,4,7,15,26,2019,7thSem,107,106,7
16106107001,241702,4,5,20,29,61,2019,7thSem,107,106,7
16106107003,51718,5,5,16,26,56,2019,7thSem,107,106,7
16106107003,61705,4,4,17,25,47,2019,7thSem,107,106,7
16106107003,61707,5,4,19,28,36,2019,7thSem,107,106,7
16106107003,061707P,5,5,9,19,26,2019,7thSem,107,106,7
16106107003,61711,5,4,19,28,54,2019,7thSem,107,106,7
16106107003,61722,4,5,17,26,48,2019,7thSem,107,106,7
16106107003,061724P,10,9,19,38,55,2019,7thSem,107,106,7
16106107003,061726P,5,5,8,18,28,2019,7thSem,107,106,7
16106107003,241702,4,5,19,28,62,2019,7thSem,107,106,7
16106107004,51718,5,5,18,28,50,2019,7thSem,107,106,7
16106107004,61705,5,4,18,27,55,2019,7thSem,107,106,7
16106107004,61707,5,5,17,27,50,2019,7thSem,107,106,7
16106107004,061707P,5,5,9,19,27,2019,7thSem,107,106,7
16106107004,61711,4,5,18,27,57,2019,7thSem,107,106,7
16106107004,61722,4,4,16,24,54,2019,7thSem,107,106,7
16106107004,061724P,9,9,19,37,54,2019,7thSem,107,106,7
16106107004,061726P,5,5,8,18,28,2019,7thSem,107,106,7
16106107004,241702,4,5,20,29,60,2019,7thSem,107,106,7
16106107005,51718,5,5,9,19,49,2019,7thSem,107,106,7
16106107005,61705,4,4,15,23,32,2019,7thSem,107,106,7
16106107005,61707,5,5,8,18,40,2019,7thSem,107,106,7
16106107005,061707P,5,5,9,19,24,2019,7thSem,107,106,7
16106107005,61711,5,4,13,22,47,2019,7thSem,107,106,7
16106107005,61722,5,3,13,21,49,2019,7thSem,107,106,7
16106107005,061724P,8,8,12,28,46,2019,7thSem,107,106,7
16106107005,061726P,4,4,6,14,23,2019,7thSem,107,106,7
16106107005,241702,4,5,19,28,50,2019,7thSem,107,106,7
16106107006,51718,5,4,15,24,50,2019,7thSem,107,106,7
16106107006,61705,4,4,14,22,55,2019,7thSem,107,106,7
16106107006,61707,4,4,16,24,50,2019,7thSem,107,106,7
16106107006,061707P,5,5,8,18,24,2019,7thSem,107,106,7
16106107006,61711,4,5,16,25,60,2019,7thSem,107,106,7
16106107006,61722,4,4,16,24,56,2019,7thSem,107,106,7
16106107006,061724P,8,8,15,31,50,2019,7thSem,107,106,7
16106107006,061726P,5,4,7,16,28,2019,7thSem,107,106,7
16106107006,241702,4,5,20,29,65,2019,7thSem,107,106,7
16106107007,51718,4,5,18,27,52,2019,7thSem,107,106,7
16106107007,61705,5,5,17,27,42,2019,7thSem,107,106,7
16106107007,61707,5,4,18,27,51,2019,7thSem,107,106,7
16106107007,061707P,5,5,9,19,25,2019,7thSem,107,106,7
16106107007,61711,5,4,18,27,59,2019,7thSem,107,106,7
16106107007,61722,5,5,19,29,56,2019,7thSem,107,106,7
16106107007,061724P,10,9,19,38,56,2019,7thSem,107,106,7
16106107007,061726P,5,5,9,19,28,2019,7thSem,107,106,7
16106107007,241702,4,5,20,29,64,2019,7thSem,107,106,7
16106107008,51718,4,4,13,21,54,2019,7thSem,107,106,7
16106107008,61705,4,4,14,22,47,2019,7thSem,107,106,7
16106107008,61707,4,4,16,24,45,2019,7thSem,107,106,7
16106107008,061707P,5,5,8,18,26,2019,7thSem,107,106,7
16106107008,61711,4,5,16,25,52,2019,7thSem,107,106,7
16106107008,61722,4,4,13,21,44,2019,7thSem,107,106,7
16106107008,061724P,8,8,13,29,45,2019,7thSem,107,106,7
16106107008,061726P,4,4,5,13,23,2019,7thSem,107,106,7
16106107008,241702,4,5,16,25,53,2019,7thSem,107,106,7
16106107009,51718,5,4,12,21,44,2019,7thSem,107,106,7
16106107009,61705,5,4,13,22,34,2019,7thSem,107,106,7
16106107009,61707,4,4,16,24,34,2019,7thSem,107,106,7
16106107009,061707P,5,5,8,18,26,2019,7thSem,107,106,7
16106107009,61711,5,4,18,27,52,2019,7thSem,107,106,7
16106107009,61722,5,5,13,23,49,2019,7thSem,107,106,7
16106107009,061724P,7,7,13,27,50,2019,7thSem,107,106,7
16106107009,061726P,4,4,5,13,24,2019,7thSem,107,106,7
16106107009,241702,4,5,10,19,25,2019,7thSem,107,106,7
16106107010,51718,5,4,19,28,52,2019,7thSem,107,106,7
16106107010,61705,5,5,19,29,56,2019,7thSem,107,106,7
16106107010,61707,5,5,18,28,42,2019,7thSem,107,106,7
16106107010,061707P,5,5,9,19,24,2019,7thSem,107,106,7
16106107010,61711,4,5,18,27,56,2019,7thSem,107,106,7
16106107010,61722,4,5,18,27,48,2019,7thSem,107,106,7
16106107010,061724P,8,8,16,32,49,2019,7thSem,107,106,7
16106107010,061726P,5,5,8,18,27,2019,7thSem,107,106,7
16106107010,241702,4,5,20,29,62,2019,7thSem,107,106,7
16106107011,51718,5,5,18,28,52,2019,7thSem,107,106,7
16106107011,61705,5,5,16,26,48,2019,7thSem,107,106,7
16106107011,61707,5,5,18,28,48,2019,7thSem,107,106,7
16106107011,061707P,5,5,9,19,24,2019,7thSem,107,106,7
16106107011,61711,5,4,18,27,58,2019,7thSem,107,106,7
16106107011,61722,4,4,15,23,52,2019,7thSem,107,106,7
16106107011,061724P,9,7,16,32,49,2019,7thSem,107,106,7
16106107011,061726P,4,4,8,16,24,2019,7thSem,107,106,7
16106107011,241702,4,5,19,28,59,2019,7thSem,107,106,7
16106107012,51718,5,4,19,28,51,2019,7thSem,107,106,7
16106107012,61705,5,5,18,28,54,2019,7thSem,107,106,7
16106107012,61707,5,5,18,28,55,2019,7thSem,107,106,7
16106107012,061707P,5,5,9,19,27,2019,7thSem,107,106,7
16106107012,61711,4,5,17,26,60,2019,7thSem,107,106,7
16106107012,61722,5,5,16,26,54,2019,7thSem,107,106,7
16106107012,061724P,9,8,19,36,51,2019,7thSem,107,106,7
16106107012,061726P,4,4,7,15,28,2019,7thSem,107,106,7
16106107012,241702,4,5,18,27,60,2019,7thSem,107,106,7
16106107013,51718,5,5,15,25,52,2019,7thSem,107,106,7
16106107013,61705,5,5,16,26,45,2019,7thSem,107,106,7
16106107013,61707,5,5,17,27,36,2019,7thSem,107,106,7
16106107013,061707P,5,5,9,19,26,2019,7thSem,107,106,7
16106107013,61711,5,4,17,26,49,2019,7thSem,107,106,7
16106107013,61722,5,4,14,23,52,2019,7thSem,107,106,7
16106107013,061724P,10,9,19,38,55,2019,7thSem,107,106,7
16106107013,061726P,5,4,9,18,28,2019,7thSem,107,106,7
16106107013,241702,4,5,18,27,51,2019,7thSem,107,106,7
16106107014,51718,5,5,15,25,37,2019,7thSem,107,106,7
16106107014,61705,5,5,15,25,42,2019,7thSem,107,106,7
16106107014,61707,5,5,14,24,46,2019,7thSem,107,106,7
16106107014,061707P,5,5,9,19,27,2019,7thSem,107,106,7
16106107014,61711,4,5,16,25,59,2019,7thSem,107,106,7
16106107014,61722,5,5,15,25,44,2019,7thSem,107,106,7
16106107014,061724P,8,8,18,34,47,2019,7thSem,107,106,7
16106107014,061726P,5,4,7,16,24,2019,7thSem,107,106,7
16106107014,241702,4,5,11,20,50,2019,7thSem,107,106,7
16106107015,51718,5,5,15,25,43,2019,7thSem,107,106,7
16106107015,61705,4,4,13,21,36,2019,7thSem,107,106,7
16106107015,61707,4,4,16,24,28,2019,7thSem,107,106,7
16106107015,061707P,5,5,8,18,24,2019,7thSem,107,106,7
16106107015,61711,5,4,16,25,55,2019,7thSem,107,106,7
16106107015,61722,4,5,14,23,48,2019,7thSem,107,106,7
16106107015,061724P,8,7,16,31,44,2019,7thSem,107,106,7
16106107015,061726P,5,4,7,16,24,2019,7thSem,107,106,7
16106107015,241702,4,5,18,27,54,2019,7thSem,107,106,7
16106107016,51718,5,5,13,23,28,2019,7thSem,107,106,7
16106107016,61705,4,4,15,23,26,2019,7thSem,107,106,7
16106107016,61707,4,4,16,24,39,2019,7thSem,107,106,7
16106107016,061707P,4,5,8,17,23,2019,7thSem,107,106,7
16106107016,61711,4,5,10,19,55,2019,7thSem,107,106,7
16106107016,61722,5,3,12,20,47,2019,7thSem,107,106,7
16106107016,061724P,7,8,16,31,44,2019,7thSem,107,106,7
16106107016,061726P,4,4,6,14,23,2019,7thSem,107,106,7
16106107016,241702,4,5,13,22,38,2019,7thSem,107,106,7
16106107017,51718,5,5,18,28,34,2019,7thSem,107,106,7
16106107017,61705,5,5,14,24,33,2019,7thSem,107,106,7
16106107017,61707,5,5,16,26,47,2019,7thSem,107,106,7
16106107017,061707P,5,5,9,19,23,2019,7thSem,107,106,7
16106107017,61711,5,4,17,26,56,2019,7thSem,107,106,7
16106107017,61722,5,4,13,22,50,2019,7thSem,107,106,7
16106107017,061724P,8,8,18,34,46,2019,7thSem,107,106,7
16106107017,061726P,4,4,6,14,27,2019,7thSem,107,106,7
16106107017,241702,4,5,19,28,51,2019,7thSem,107,106,7
16106107018,51718,5,4,16,25,53,2019,7thSem,107,106,7
16106107018,61705,4,5,15,24,42,2019,7thSem,107,106,7
16106107018,61707,5,4,12,21,40,2019,7thSem,107,106,7
16106107018,061707P,4,4,8,16,23,2019,7thSem,107,106,7
16106107018,61711,5,4,16,25,51,2019,7thSem,107,106,7
16106107018,61722,4,4,15,23,50,2019,7thSem,107,106,7
16106107018,061724P,9,8,16,33,47,2019,7thSem,107,106,7
16106107018,061726P,4,4,6,14,23,2019,7thSem,107,106,7
16106107018,241702,4,5,13,22,64,2019,7thSem,107,106,7
16106107019,51718,5,4,11,20,46,2019,7thSem,107,106,7
16106107019,61705,5,5,8,18,44,2019,7thSem,107,106,7
16106107019,61707,5,5,11,21,44,2019,7thSem,107,106,7
16106107019,061707P,5,4,8,17,24,2019,7thSem,107,106,7
16106107019,61711,4,5,9,18,52,2019,7thSem,107,106,7
16106107019,61722,4,4,10,18,48,2019,7thSem,107,106,7
16106107019,061724P,8,8,17,33,47,2019,7thSem,107,106,7
16106107019,061726P,4,4,6,14,23,2019,7thSem,107,106,7
16106107019,241702,4,5,10,19,52,2019,7thSem,107,106,7
16106107020,51718,4,5,16,25,46,2019,7thSem,107,106,7
16106107020,61705,4,5,13,22,47,2019,7thSem,107,106,7
16106107020,61707,5,5,16,26,41,2019,7thSem,107,106,7
16106107020,061707P,4,5,8,17,28,2019,7thSem,107,106,7
16106107020,61711,5,4,19,28,56,2019,7thSem,107,106,7
16106107020,61722,5,4,14,23,47,2019,7thSem,107,106,7
16106107020,061724P,9,9,18,36,55,2019,7thSem,107,106,7
16106107020,061726P,5,4,8,17,25,2019,7thSem,107,106,7
16106107020,241702,4,5,16,25,52,2019,7thSem,107,106,7
16106107022,51718,5,5,17,27,51,2019,7thSem,107,106,7
16106107022,61705,5,5,16,26,49,2019,7thSem,107,106,7
16106107022,61707,5,5,16,26,50,2019,7thSem,107,106,7
16106107022,061707P,5,5,9,19,25,2019,7thSem,107,106,7
16106107022,61711,4,5,18,27,58,2019,7thSem,107,106,7
16106107022,61722,4,3,16,23,52,2019,7thSem,107,106,7
16106107022,061724P,9,9,19,37,53,2019,7thSem,107,106,7
16106107022,061726P,5,5,8,18,27,2019,7thSem,107,106,7
16106107022,241702,4,5,17,26,63,2019,7thSem,107,106,7
16106107023,51718,5,5,17,27,49,2019,7thSem,107,106,7
16106107023,61705,4,4,16,24,50,2019,7thSem,107,106,7
16106107023,61707,5,5,15,25,34,2019,7thSem,107,106,7
16106107023,061707P,4,4,8,16,24,2019,7thSem,107,106,7
16106107023,61711,5,4,19,28,49,2019,7thSem,107,106,7
16106107023,61722,4,4,16,24,42,2019,7thSem,107,106,7
16106107023,061724P,8,8,16,32,46,2019,7thSem,107,106,7
16106107023,061726P,5,4,7,16,25,2019,7thSem,107,106,7
16106107023,241702,4,5,20,29,58,2019,7thSem,107,106,7
16106107024,51718,5,5,14,24,33,2019,7thSem,107,106,7
16106107024,61705,4,4,15,23,34,2019,7thSem,107,106,7
16106107024,61707,5,4,15,24,35,2019,7thSem,107,106,7
16106107024,061707P,4,4,8,16,23,2019,7thSem,107,106,7
16106107024,61711,4,5,13,22,50,2019,7thSem,107,106,7
16106107024,61722,5,3,10,18,50,2019,7thSem,107,106,7
16106107024,061724P,7,8,15,30,46,2019,7thSem,107,106,7
16106107024,061726P,4,4,6,14,23,2019,7thSem,107,106,7
16106107024,241702,4,5,11,20,30,2019,7thSem,107,106,7
16106107025,51718,5,5,17,27,47,2019,7thSem,107,106,7
16106107025,61705,5,5,17,27,47,2019,7thSem,107,106,7
16106107025,61707,5,5,16,26,47,2019,7thSem,107,106,7
16106107025,061707P,5,5,9,19,26,2019,7thSem,107,106,7
16106107025,61711,5,4,19,28,55,2019,7thSem,107,106,7
16106107025,61722,5,5,15,25,49,2019,7thSem,107,106,7
16106107025,061724P,7,8,15,30,46,2019,7thSem,107,106,7
16106107025,061726P,4,4,5,13,27,2019,7thSem,107,106,7
16106107025,241702,4,5,14,23,62,2019,7thSem,107,106,7
16106107026,51718,5,5,18,28,54,2019,7thSem,107,106,7
16106107026,61705,5,5,13,23,49,2019,7thSem,107,106,7
16106107026,61707,5,5,16,26,45,2019,7thSem,107,106,7
16106107026,061707P,5,5,9,19,24,2019,7thSem,107,106,7
16106107026,61711,4,5,19,28,58,2019,7thSem,107,106,7
16106107026,61722,5,5,15,25,51,2019,7thSem,107,106,7
16106107026,061724P,8,8,15,31,49,2019,7thSem,107,106,7
16106107026,061726P,5,4,7,16,25,2019,7thSem,107,106,7
16106107026,241702,4,5,18,27,62,2019,7thSem,107,106,7
16106107027,51718,5,5,15,25,48,2019,7thSem,107,106,7
16106107027,61705,5,5,15,25,41,2019,7thSem,107,106,7
16106107027,61707,5,4,16,25,45,2019,7thSem,107,106,7
16106107027,061707P,5,5,9,19,26,2019,7thSem,107,106,7
16106107027,61711,5,4,15,24,61,2019,7thSem,107,106,7
16106107027,61722,5,4,13,22,54,2019,7thSem,107,106,7
16106107027,061724P,8,7,13,28,44,2019,7thSem,107,106,7
16106107027,061726P,4,4,6,14,23,2019,7thSem,107,106,7
16106107027,241702,4,5,16,25,58,2019,7thSem,107,106,7
16106107028,51718,5,5,17,27,52,2019,7thSem,107,106,7
16106107028,61705,5,5,18,28,44,2019,7thSem,107,106,7
16106107028,61707,5,5,17,27,46,2019,7thSem,107,106,7
16106107028,061707P,5,5,9,19,27,2019,7thSem,107,106,7
16106107028,61711,4,5,18,27,58,2019,7thSem,107,106,7
16106107028,61722,4,5,17,26,53,2019,7thSem,107,106,7
16106107028,061724P,10,9,19,38,53,2019,7thSem,107,106,7
16106107028,061726P,5,5,7,17,29,2019,7thSem,107,106,7
16106107028,241702,4,5,17,26,63,2019,7thSem,107,106,7
16106107029,51718,5,5,14,24,41,2019,7thSem,107,106,7
16106107029,61705,5,5,14,24,31,2019,7thSem,107,106,7
16106107029,61707,5,5,15,25,42,2019,7thSem,107,106,7
16106107029,061707P,5,5,9,19,24,2019,7thSem,107,106,7
16106107029,61711,5,4,14,23,55,2019,7thSem,107,106,7
16106107029,61722,4,5,13,22,50,2019,7thSem,107,106,7
16106107029,061724P,8,7,15,30,46,2019,7thSem,107,106,7
16106107029,061726P,4,4,6,14,23,2019,7thSem,107,106,7
16106107029,241702,4,5,14,23,49,2019,7thSem,107,106,7
16106107030,51718,5,5,17,27,52,2019,7thSem,107,106,7
16106107030,61705,5,5,15,25,34,2019,7thSem,107,106,7
16106107030,61707,5,5,10,20,29,2019,7thSem,107,106,7
16106107030,061707P,5,5,9,19,26,2019,7thSem,107,106,7
16106107030,61711,4,5,15,24,53,2019,7thSem,107,106,7
16106107030,61722,5,4,15,24,48,2019,7thSem,107,106,7
16106107030,061724P,10,9,18,37,53,2019,7thSem,107,106,7
16106107030,061726P,5,5,8,18,28,2019,7thSem,107,106,7
16106107030,241702,4,5,16,25,46,2019,7thSem,107,106,7
16106107031,51718,5,5,15,25,46,2019,7thSem,107,106,7
16106107031,61705,5,5,13,23,41,2019,7thSem,107,106,7
16106107031,61707,4,4,14,22,44,2019,7thSem,107,106,7
16106107031,061707P,5,5,9,19,27,2019,7thSem,107,106,7
16106107031,61711,5,4,15,24,61,2019,7thSem,107,106,7
16106107031,61722,4,5,14,23,42,2019,7thSem,107,106,7
16106107031,061724P,8,8,16,32,49,2019,7thSem,107,106,7
16106107031,061726P,5,4,7,16,25,2019,7thSem,107,106,7
16106107031,241702,4,5,18,27,54,2019,7thSem,107,106,7
16106107032,51718,5,5,16,26,59,2019,7thSem,107,106,7
16106107032,61705,5,5,15,25,51,2019,7thSem,107,106,7
16106107032,61707,5,5,16,26,44,2019,7thSem,107,106,7
16106107032,061707P,5,5,9,19,28,2019,7thSem,107,106,7
16106107032,61711,4,5,17,26,58,2019,7thSem,107,106,7
16106107032,61722,5,5,18,28,52,2019,7thSem,107,106,7
16106107032,061724P,9,8,17,34,52,2019,7thSem,107,106,7
16106107032,061726P,4,4,8,16,28,2019,7thSem,107,106,7
16106107032,241702,4,5,19,28,53,2019,7thSem,107,106,7
16106107033,51718,5,5,18,28,46,2019,7thSem,107,106,7
16106107033,61705,5,5,17,27,41,2019,7thSem,107,106,7
16106107033,61707,5,5,16,26,36,2019,7thSem,107,106,7
16106107033,061707P,5,5,10,20,26,2019,7thSem,107,106,7
16106107033,61711,5,4,17,26,59,2019,7thSem,107,106,7
16106107033,61722,5,5,12,22,38,2019,7thSem,107,106,7
16106107033,061724P,10,9,19,38,52,2019,7thSem,107,106,7
16106107033,061726P,5,4,8,17,29,2019,7thSem,107,106,7
16106107033,241702,4,5,18,27,57,2019,7thSem,107,106,7
16106107034,51718,5,5,16,26,49,2019,7thSem,107,106,7
16106107034,61705,5,5,15,25,51,2019,7thSem,107,106,7
16106107034,61707,5,5,16,26,44,2019,7thSem,107,106,7
16106107034,061707P,5,5,9,19,24,2019,7thSem,107,106,7
16106107034,61711,4,5,18,27,59,2019,7thSem,107,106,7
16106107034,61722,5,4,14,23,52,2019,7thSem,107,106,7
16106107034,061724P,8,8,17,33,48,2019,7thSem,107,106,7
16106107034,061726P,5,5,8,18,27,2019,7thSem,107,106,7
16106107034,241702,4,5,19,28,61,2019,7thSem,107,106,7
16106107036,51718,5,5,18,28,54,2019,7thSem,107,106,7
16106107036,61705,5,5,17,27,51,2019,7thSem,107,106,7
16106107036,61707,5,5,17,27,49,2019,7thSem,107,106,7
16106107036,061707P,5,5,9,19,25,2019,7thSem,107,106,7
16106107036,61711,5,4,18,27,57,2019,7thSem,107,106,7
16106107036,61722,5,5,17,27,52,2019,7thSem,107,106,7
16106107036,061724P,10,9,19,38,55,2019,7thSem,107,106,7
16106107036,061726P,5,5,8,18,29,2019,7thSem,107,106,7
16106107036,241702,4,5,19,28,59,2019,7thSem,107,106,7
16106107037,51718,5,5,16,26,57,2019,7thSem,107,106,7
16106107037,61705,5,5,16,26,53,2019,7thSem,107,106,7
16106107037,61707,5,5,17,27,38,2019,7thSem,107,106,7
16106107037,061707P,5,5,9,19,25,2019,7thSem,107,106,7
16106107037,61711,4,5,18,27,58,2019,7thSem,107,106,7
16106107037,61722,4,5,15,24,53,2019,7thSem,107,106,7
16106107037,061724P,8,8,18,34,53,2019,7thSem,107,106,7
16106107037,061726P,4,4,8,16,25,2019,7thSem,107,106,7
16106107037,241702,4,5,18,27,56,2019,7thSem,107,106,7
16106107039,51718,5,4,16,25,50,2019,7thSem,107,106,7
16106107039,61705,4,4,16,24,50,2019,7thSem,107,106,7
16106107039,61707,4,4,16,24,44,2019,7thSem,107,106,7
16106107039,061707P,5,4,9,18,27,2019,7thSem,107,106,7
16106107039,61711,5,4,16,25,54,2019,7thSem,107,106,7
16106107039,61722,5,4,17,26,46,2019,7thSem,107,106,7
16106107039,061724P,8,8,16,32,51,2019,7thSem,107,106,7
16106107039,061726P,5,4,7,16,25,2019,7thSem,107,106,7
16106107039,241702,4,5,20,29,64,2019,7thSem,107,106,7
17106107901,51718,5,5,17,27,41,2019,7thSem,107,106,7
17106107901,61705,5,5,14,24,54,2019,7thSem,107,106,7
17106107901,61707,5,5,16,26,45,2019,7thSem,107,106,7
17106107901,061707P,5,5,9,19,26,2019,7thSem,107,106,7
17106107901,61711,4,5,18,27,56,2019,7thSem,107,106,7
17106107901,61722,5,4,11,20,50,2019,7thSem,107,106,7
17106107901,061724P,8,7,15,30,45,2019,7thSem,107,106,7
17106107901,061726P,4,4,6,14,27,2019,7thSem,107,106,7
17106107901,241702,4,5,15,24,46,2019,7thSem,107,106,7
17106107902,51718,5,5,13,23,44,2019,7thSem,107,106,7
17106107902,61705,5,5,17,27,50,2019,7thSem,107,106,7
17106107902,61707,5,5,16,26,52,2019,7thSem,107,106,7
17106107902,061707P,5,5,9,19,25,2019,7thSem,107,106,7
17106107902,61711,5,4,17,26,59,2019,7thSem,107,106,7
17106107902,61722,5,5,17,27,52,2019,7thSem,107,106,7
17106107902,061724P,8,7,15,30,45,2019,7thSem,107,106,7
17106107902,061726P,4,4,6,14,24,2019,7thSem,107,106,7
17106107902,241702,4,5,20,29,55,2019,7thSem,107,106,7
17106107903,51718,5,4,16,25,31,2019,7thSem,107,106,7
17106107903,61705,4,4,13,21,36,2019,7thSem,107,106,7
17106107903,61707,5,5,15,25,48,2019,7thSem,107,106,7
17106107903,061707P,5,4,8,17,27,2019,7thSem,107,106,7
17106107903,61711,4,5,15,24,59,2019,7thSem,107,106,7
17106107903,61722,4,3,13,20,48,2019,7thSem,107,106,7
17106107903,061724P,8,7,15,30,46,2019,7thSem,107,106,7
17106107903,061726P,4,4,7,15,24,2019,7thSem,107,106,7
17106107903,241702,4,5,19,28,56,2019,7thSem,107,106,7
15106107251,61808,4,5,16,25,39,2020,8thSem,107,106,8
15106107251,61809,5,4,14,23,56,2020,8thSem,107,106,8
15106107251,061809P,5,5,7,17,25,2020,8thSem,107,106,8
15106107251,61810,4,4,18,26,56,2020,8thSem,107,106,8
15106107251,61814,4,4,16,24,38,2020,8thSem,107,106,8
15106107251,61818,4,4,17,25,49,2020,8thSem,107,106,8
15106107251,061825P,8,8,16,32,52,2020,8thSem,107,106,8
16106107001,61808,4,5,16,25,50,2020,8thSem,107,106,8
16106107001,61809,5,4,15,24,57,2020,8thSem,107,106,8
16106107001,061809P,5,5,8,18,24,2020,8thSem,107,106,8
16106107001,61810,4,4,17,25,55,2020,8thSem,107,106,8
16106107001,61814,5,4,16,25,41,2020,8thSem,107,106,8
16106107001,61818,4,4,17,25,46,2020,8thSem,107,106,8
16106107001,061825P,8,8,16,32,50,2020,8thSem,107,106,8
16106107003,61808,5,5,15,25,52,2020,8thSem,107,106,8
16106107003,61809,5,4,16,25,58,2020,8thSem,107,106,8
16106107003,061809P,5,5,8,18,24,2020,8thSem,107,106,8
16106107003,61810,4,5,16,25,57,2020,8thSem,107,106,8
16106107003,61814,5,5,17,27,55,2020,8thSem,107,106,8
16106107003,61818,4,4,17,25,42,2020,8thSem,107,106,8
16106107003,061825P,9,8,17,34,53,2020,8thSem,107,106,8
16106107004,61808,5,4,17,26,56,2020,8thSem,107,106,8
16106107004,61809,5,4,16,25,62,2020,8thSem,107,106,8
16106107004,061809P,5,5,8,18,25,2020,8thSem,107,106,8
16106107004,61810,5,5,17,27,57,2020,8thSem,107,106,8
16106107004,61814,5,5,18,28,53,2020,8thSem,107,106,8
16106107004,61818,5,5,17,27,52,2020,8thSem,107,106,8
16106107004,061825P,9,8,17,34,53,2020,8thSem,107,106,8
16106107005,61808,5,5,14,24,43,2020,8thSem,107,106,8
16106107005,61809,5,4,17,26,53,2020,8thSem,107,106,8
16106107005,061809P,5,4,8,17,24,2020,8thSem,107,106,8
16106107005,61810,5,5,17,27,47,2020,8thSem,107,106,8
16106107005,61814,5,5,17,27,29,2020,8thSem,107,106,8
16106107005,61818,5,5,17,27,37,2020,8thSem,107,106,8
16106107005,061825P,9,8,16,33,52,2020,8thSem,107,106,8
16106107006,61808,5,4,17,26,54,2020,8thSem,107,106,8
16106107006,61809,5,4,14,23,56,2020,8thSem,107,106,8
16106107006,061809P,5,4,8,17,25,2020,8thSem,107,106,8
16106107006,61810,4,5,17,26,54,2020,8thSem,107,106,8
16106107006,61814,4,4,15,23,49,2020,8thSem,107,106,8
16106107006,61818,5,5,17,27,48,2020,8thSem,107,106,8
16106107006,061825P,8,9,17,34,53,2020,8thSem,107,106,8
16106107007,61808,5,5,14,24,50,2020,8thSem,107,106,8
16106107007,61809,5,4,14,23,53,2020,8thSem,107,106,8
16106107007,061809P,5,4,8,17,27,2020,8thSem,107,106,8
16106107007,61810,5,5,18,28,58,2020,8thSem,107,106,8
16106107007,61814,5,5,18,28,52,2020,8thSem,107,106,8
16106107007,61818,5,5,17,27,50,2020,8thSem,107,106,8
16106107007,061825P,9,9,18,36,56,2020,8thSem,107,106,8
16106107008,61808,5,4,15,24,55,2020,8thSem,107,106,8
16106107008,61809,5,4,16,25,55,2020,8thSem,107,106,8
16106107008,061809P,5,4,8,17,24,2020,8thSem,107,106,8
16106107008,61810,4,5,17,26,55,2020,8thSem,107,106,8
16106107008,61814,4,4,15,23,52,2020,8thSem,107,106,8
16106107008,61818,4,4,16,24,35,2020,8thSem,107,106,8
16106107008,061825P,8,8,16,32,49,2020,8thSem,107,106,8
16106107009,61808,5,5,14,24,50,2020,8thSem,107,106,8
16106107009,61809,4,5,18,27,56,2020,8thSem,107,106,8
16106107009,061809P,5,5,8,18,24,2020,8thSem,107,106,8
16106107009,61810,4,4,16,24,46,2020,8thSem,107,106,8
16106107009,61814,4,4,14,22,27,2020,8thSem,107,106,8
16106107009,61818,5,5,15,25,41,2020,8thSem,107,106,8
16106107009,061825P,8,8,15,31,46,2020,8thSem,107,106,8
16106107010,61808,4,5,15,24,55,2020,8thSem,107,106,8
16106107010,61809,4,4,16,24,62,2020,8thSem,107,106,8
16106107010,061809P,4,5,8,17,25,2020,8thSem,107,106,8
16106107010,61810,5,5,17,27,60,2020,8thSem,107,106,8
16106107010,61814,5,5,18,28,42,2020,8thSem,107,106,8
