"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107191","021101","4","4","2","1","3","4","3","13","37"
"15106107227","021101","5","5","3","2","4","3","3","15","40"
"15106107228","021101","5","5","4","2","4","4","1","15","37"
"15106107229","021101","5","5","4","4","3","4","4","19","38"
"15106107230","021101","5","5","4","4","2","4","4","18","37"
"15106107231","021101","5","5","1","4","4","4","3","16","28"
"15106107232","021101","5","5","0","4","4","3","4","15","42"
"15106107233","021101","5","5","4","4","4","4","4","20","51"
"15106107234","021101","5","5","4","4","4","4","4","20","44"
"15106107235","021101","5","5","4","4","4","4","4","20","31"
"15106107236","021101","5","5","3","0","4","4","4","15","39"
"15106107237","021101","5","5","3","4","3","4","4","18","38"
"15106107238","021101","5","5","3","3","3","4","4","17","45"
"15106107239","021101","5","5","3","1","4","3","4","15","25"
"15106107240","021101","5","5","0","3","3","3","4","13","48"
"15106107241","021101","5","5","2","4","4","2","4","16","40"
"15106107242","021101","5","5","3","4","0","4","4","15","41"
"15106107243","021101","5","5","1","3","4","3","4","15","40"
"15106107244","021101","5","5","3","4","4","3","4","18","43"
"15106107245","021101","5","5","2","4","4","3","4","17","46"
"15106107246","021101","5","5","4","4","3","4","4","19","44"
"15106107247","021101","5","5","4","1","3","4","3","15","35"
"15106107248","021101","5","5","4","4","4","4","4","20","40"
"15106107249","021101","5","5","4","4","2","4","4","18","30"
"15106107250","021101","5","5","3","4","4","4","3","18","41"
"15106107253","021101","5","5","3","4","4","4","4","19","43"
"15106107254","021101","5","5","4","3","4","4","4","19","47"
"15106107255","021101","5","5","0","0","4","3","3","10","26"
"15106107256","021101","5","5","1","4","4","3","3","15","34"
"15106107257","021101","4","5","2","4","1","3","3","13","40"
"15106107258","021101","5","5","4","3","4","4","3","18","45"
"15106107259","021101","5","5","2","1","3","4","2","12","33"
"15106107260","021101","5","5","4","2","2","4","3","15","37"
"15106107262","021101","5","5","4","3","4","2","2","15","39"
"15106107263","021101","5","5","4","1","4","2","4","15","46"
"15106107264","021101","5","5","4","3","3","4","4","18","44"
"15106107265","021101","5","5","0","1","0","1","2","4","27.00"
"15106107266","021101","5","5","4","4","3","3","4","18","34"
"15106107267","021101","5","5","3","2","3","3","4","15","24"
