" PO2","CO1","10","23","1","55.52","18.51"
"PO1","CO1","10","23","1","55.52","18.51"
"PO10","CO1,CO2","20","45","3","54.39","54.39"
"PO11","CO1,CO3,CO4","26","58","3","55.53","55.53"
"PO12","CO2,CO3,CO5,CO6","27","60","3","56.32","56.32"
"PO2","CO2,CO4","18","40","3","54.46","54.46"
"PO3","CO1","10","23","1","55.52","18.51"
"PO4","CO2,CO4","18","40","3","54.46","54.46"
"PO5","CO1,CO3,CO5,CO6","27","60","3","56.89","56.89"
"PO6","CO3","8","18","1","55.41","18.47"
"PO7","CO2","10","23","1","53.25","17.75"
"PO8","CO2","10","23","1","53.25","17.75"
"PO9","CO1","10","23","1","55.52","18.51"
"PSO1","CO2,CO3,CO4,CO6","30","67","3","56.45","56.45"
"PSO2","CO1,CO2","20","45","3","54.39","54.39"
"PSO3","CO3,CO4,CO5,CO6","25","56","3","56.93","56.93"
