CO1,1,4,3.72,74.4,4.31,4.25,85.6,40.94,52.1,81,54.99
CO2,5,4,3.56,71.2,4.31,4.25,85.6,40.94,51.46,81,54.41
CO3,3,4,3.39,67.8,4.31,4.25,85.6,40.94,50.78,81,53.8
CO4,4,4,3.53,70.6,4.31,4.25,85.6,40.94,51.34,81,54.31
CO5,2,4,3.47,69.4,4.31,4.25,85.6,40.94,51.1,81,54.09
CO6,-,-,-,-,4.31,4.25,85.6,40.94,54.34,81,57.01
