"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","211101","5","5","4","4","4","4","4","20","54"
"14106107183","211101","5","5","2","4","4","4","4","18","58"
"14106107184","211101","5","5","4","1","3","4","3","15","53"
"14106107185","211101","5","5","3","3","4","3","4","17","34"
"14106107186","211101","5","5","4","4","4","4","4","20","65"
"14106107187","211101","5","5","4","4","4","4","4","20","61"
"14106107188","211101","5","5","4","4","2","3","3","16","47"
"14106107189","211101","5","5","4","4","4","4","4","20","42"
"14106107192","211101","5","5","4","4","4","4","4","20","56"
"14106107197","211101","5","5","4","4","4","4","4","20","45"
"14106107198","211101","5","5","4","4","4","4","4","20","56"
"14106107201","211101","5","5","4","4","4","4","4","20","38"
"14106107202","211101","5","5","4","4","4","4","4","20","62"
"14106107203","211101","5","5","4","4","4","4","4","20","64"
"14106107204","211101","5","5","2","3","4","4","4","17","29"
"14106107206","211101","5","5","3","2","4","3","4","16","60"
"14106107207","211101","5","5","4","3","4","3","3","17","47"
"14106107209","211101","5","5","4","4","4","3","3","18","33"
"14106107211","211101","5","5","2","3","4","4","4","17","26"
"14106107263","211101","5","5","4","4","4","4","4","20","59"
"14106107264","211101","5","5","4","2","4","4","4","18","37"
"14106107265","211101","5","5","4","3","3","3","3","16","50"
"14106107266","211101","5","5","4","4","4","4","4","20","56"
"14106107267","211101","5","5","4","4","4","4","4","20","30"
"14106107268","211101","5","5","4","1","4","3","4","16","44"
"14106107269","211101","5","5","2","3","1","3","1","10","25"
"14106107270","211101","5","5","3","4","0","4","4","15","58"
