"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","241306","4","5","4","3","3","4","4","18","42"
"14106107183","241306","4","5","4","4","3","3","4","18","49"
"14106107184","241306","5","4","4","3","4","3","3","17","42"
"14106107185","241306","5","5","2","4","4","4","4","18","42"
"14106107186","241306","5","5","3","4","4","4","4","19","47"
"14106107187","241306","5","5","4","3","4","2","4","17","47"
"14106107188","241306","4","5","4","4","3","3","4","18","43"
"14106107189","241306","4","4","4","3","4","4","3","18","49"
"14106107192","241306","5","4","4","3","4","2","2","15","37"
"14106107197","241306","5","5","3","4","3","3","4","17","47"
"14106107198","241306","4","5","3","4","4","4","3","18","46"
"14106107201","241306","4","4","3","3","3","4","4","17","47"
"14106107202","241306","4","5","4","3","4","4","1","16","46"
"14106107203","241306","5","5","4","4","4","4","3","19","48"
"14106107204","241306","4","5","4","2","3","4","4","17","45"
"14106107205","241306","5","5","4","4","4","3","3","18","44"
"14106107206","241306","4","4","4","1","4","4","3","16","49"
"14106107207","241306","4","5","4","4","4","2","3","17","43"
"14106107209","241306","5","5","4","3","4","4","4","19","50"
"14106107211","241306","4","5","3","4","3","4","2","16","47"
"14106107263","241306","5","4","4","4","3","3","4","18","47"
"14106107264","241306","4","4","4","3","2","3","1","13","48"
"14106107265","241306","4","5","4","4","4","3","3","18","49"
"14106107266","241306","5","5","4","4","3","4","4","19","44"
"14106107267","241306","5","5","4","4","2","4","3","17","41"
"14106107268","241306","4","5","2","4","4","3","4","17","44"
"14106107316","241306","5","5","4","3","4","4","4","19","47"
"14106107269","241306","4","4","2","4","4","3","4","17","38"
"14106107270","241306","4","5","4","3","4","4","2","17","45"
"14106107317","241306","5","5","3","4","4","4","4","19","46"
"14106107318","241306","5","4","4","3","4","4","3","18","47"
