"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","41404","5","5","4","4","4","4","4","20","25"
"14106107183","41404","5","5","3","0","4","3","3","13","35"
"14106107184","41404","4","5","3","2","3","4","4","16","25"
"14106107185","41404","5","5","3","3","4","4","4","18","29"
"14106107186","41404","5","5","4","4","4","4","4","20","37"
"14106107187","41404","5","5","4","4","4","4","4","20","26"
"14106107188","41404","5","5","3","4","4","3","4","18","25"
"14106107189","41404","5","5","4","4","4","4","4","20","27"
"14106107192","41404","5","5","1","4","2","4","4","15","25"
"14106107197","41404","5","5","3","4","4","4","3","18","29"
"14106107198","41404","4","5","4","4","4","4","4","20","35"
"14106107201","41404","5","5","4","4","4","4","3","19","31"
"14106107202","41404","4","5","4","4","4","3","4","19","41"
"14106107203","41404","5","5","4","4","4","4","4","20","37"
"14106107204","41404","5","5","4","3","4","4","4","19","31"
"14106107205","41404","5","5","3","3","4","4","4","18","27"
"14106107206","41404","4","4","4","3","3","2","3","15","26"
"14106107207","41404","4","5","2","4","3","3","4","16","29"
"14106107209","41404","5","5","3","4","4","4","4","19","35"
"14106107211","41404","4","5","4","4","3","4","3","18","26"
"14106107263","41404","5","5","4","3","4","4","4","19","41"
"14106107264","41404","4","5","4","4","3","3","3","17","25"
"14106107265","41404","5","5","3","4","4","3","4","18","25"
"14106107266","41404","5","5","4","4","4","4","4","20","37"
"14106107267","41404","5","5","4","4","4","4","4","20","32"
"14106107268","41404","4","5","4","4","4","4","2","18","25"
"14106107269","41404","4","4","3","1","4","3","4","15","25"
"14106107317","41404","5","5","4","4","4","4","4","20","38"
"14106107270","41404","4","5","4","1","4","2","3","14","25"
"14106107316","41404","5","5","4","3","4","4","4","19","28"
"14106107318","41404","5","5","4","4","4","4","4","20","36"
