"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","31201","4","5","4","3","3","4","4","18","43"
"14106107183","31201","4","4","4","4","2","3","4","17","37"
"14106107184","31201","3","4","4","4","4","4","3","19","40"
"14106107185","31201","4","5","4","3","3","4","4","18","46"
"14106107186","31201","5","5","4","3","4","4","4","19","55"
"14106107187","31201","4","5","4","3","3","4","4","18","42"
"14106107188","31201","4","5","4","3","4","4","4","19","43"
"14106107189","31201","4","5","4","4","3","4","4","19","45"
"14106107192","31201","5","5","4","4","4","4","2","18","50"
"14106107197","31201","4","4","1","4","4","4","4","17","54"
"14106107198","31201","3","5","1","4","4","4","4","17","40"
"14106107201","31201","3","4","4","4","3","4","4","19","41"
"14106107202","31201","5","4","3","4","4","4","4","19","42"
"14106107203","31201","4","5","4","4","4","4","3","19","42"
"14106107204","31201","4","4","4","2","4","4","4","18","42"
"14106107205","31201","4","5","4","4","4","4","3","19","42"
"14106107206","31201","3","4","4","3","3","4","4","18","48"
"14106107207","31201","3","4","4","3","3","4","4","18","40"
"14106107209","31201","4","5","4","4","4","4","3","19","52"
"14106107211","31201","3","4","2","4","4","4","4","18","43"
"14106107263","31201","3","5","4","4","4","2","4","18","52"
"14106107264","31201","5","4","4","3","4","4","4","19","42"
"14106107265","31201","3","5","4","3","2","4","4","17","45"
"14106107266","31201","5","5","4","4","4","3","3","18","50"
"14106107267","31201","5","5","4","3","4","4","4","19","41"
"14106107268","31201","3","4","4","4","3","4","4","19","45"
"14106107269","31201","3","5","4","3","3","3","4","17","29"
"14106107270","31201","5","4","3","4","4","4","4","19","48"
