"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","241205","5","4","4","4","4","2","0","14","51"
"14106107183","241205","5","4","4","2","0","3","3","12","34"
"14106107184","241205","4","5","4","2","3","4","0","13","36"
"14106107185","241205","5","4","2","4","3","4","1","14","40"
"14106107186","241205","4","5","4","1","4","3","1","13","49"
"14106107187","241205","4","5","3","0","4","4","4","15","48"
"14106107188","241205","5","4","4","2","4","4","0","14","40"
"14106107189","241205","4","5","3","2","0","4","4","13","51"
"14106107192","241205","4","5","2","1","4","4","4","15","44"
"14106107197","241205","5","4","4","4","0","2","4","14","40"
"14106107198","241205","4","5","2","4","2","2","3","13","42"
"14106107201","241205","5","4","3","4","3","2","0","12","44"
"14106107202","241205","4","5","3","4","3","2","1","13","47"
"14106107203","241205","5","4","3","3","2","4","2","14","48"
"14106107204","241205","4","5","2","4","2","4","1","13","39"
"14106107205","241205","4","5","1","4","2","3","3","13","42"
"14106107206","241205","5","4","1","2","4","4","3","14","33"
"14106107207","241205","4","5","2","4","2","4","3","15","40"
"14106107209","241205","5","4","4","3","2","3","0","12","50"
"14106107211","241205","5","4","4","4","1","0","3","12","39"
"14106107263","241205","5","4","3","3","1","4","3","14","50"
"14106107264","241205","5","4","4","3","4","3","0","14","42"
"14106107265","241205","4","5","3","2","4","4","2","15","46"
"14106107266","241205","4","5","4","3","0","4","2","13","36"
"14106107267","241205","5","4","3","4","3","1","1","12","46"
"14106107268","241205","4","5","2","4","3","4","0","13","45"
"14106107269","241205","5","4","2","0","4","4","4","14","37"
"14106107270","241205","4","5","1","4","3","4","3","15","40"
