"15106107251","051403P","5","4","6","22"
"16106107001","051403P","5","5","8","27"
"16106107002","051403P","4","4","7","22"
"16106107003","051403P","5","5","7","25"
"16106107004","051403P","5","5","8","27"
"16106107005","051403P","4","4","7","22"
"16106107006","051403P","5","5","8","27"
"16106107007","051403P","4","5","8","25"
"16106107008","051403P","5","4","8","25"
"16106107009","051403P","5","4","7","23"
"16106107010","051403P","5","5","7","25"
"16106107011","051403P","5","5","8","25"
"16106107012","051403P","4","5","7","23"
"16106107013","051403P","5","5","8","27"
"16106107014","051403P","4","5","7","23"
"16106107015","051403P","5","4","7","23"
"16106107016","051403P","4","5","7","23"
"16106107017","051403P","4","5","7","23"
"16106107018","051403P","5","4","8","25"
"16106107019","051403P","5","5","5","22"
"16106107020","051403P","5","4","8","25"
"16106107022","051403P","5","4","8","25"
"16106107023","051403P","4","5","6","22"
"16106107024","051403P","4","5","6","22"
"16106107025","051403P","4","4","8","23"
"16106107026","051403P","5","4","7","23"
"16106107027","051403P","4","5","8","24"
"16106107028","051403P","4","5","9","28"
"16106107029","051403P","4","5","6","22"
"16106107030","051403P","4","5","8","25"
"16106107031","051403P","4","4","8","22"
"16106107032","051403P","5","4","8","25"
"16106107033","051403P","5","5","8","27"
"16106107034","051403P","4","5","8","25"
"16106107036","051403P","5","5","9","29"
"16106107037","051403P","5","5","8","27"
"16106107039","051403P","4","5","8","25"
"17106107901","051403P","5","4","7","22"
"17106107902","051403P","4","5","7","22"
"17106107903","051403P","5","4","7","22"
