"15106107251","061724P","7","7","12","46"
"16106107001","061724P","9","9","19","53"
"16106107003","061724P","10","9","19","55"
"16106107004","061724P","9","9","19","54"
"16106107005","061724P","8","8","12","46"
"16106107006","061724P","8","8","15","50"
"16106107007","061724P","10","9","19","56"
"16106107008","061724P","8","8","13","45"
"16106107009","061724P","7","7","13","50"
"16106107010","061724P","8","8","16","49"
"16106107011","061724P","9","7","16","49"
"16106107012","061724P","9","8","19","51"
"16106107013","061724P","10","9","19","55"
"16106107014","061724P","8","8","18","47"
"16106107015","061724P","8","7","16","44"
"16106107016","061724P","7","8","16","44"
"16106107017","061724P","8","8","18","46"
"16106107018","061724P","9","8","16","47"
"16106107019","061724P","8","8","17","47"
"16106107020","061724P","9","9","18","55"
"16106107022","061724P","9","9","19","53"
"16106107023","061724P","8","8","16","46"
"16106107024","061724P","7","8","15","46"
"16106107025","061724P","7","8","15","46"
"16106107026","061724P","8","8","15","49"
"16106107027","061724P","8","7","13","44"
"16106107028","061724P","10","9","19","53"
"16106107029","061724P","8","7","15","46"
"16106107030","061724P","10","9","18","53"
"16106107031","061724P","8","8","16","49"
"16106107032","061724P","9","8","17","52"
"16106107033","061724P","10","9","19","52"
"16106107034","061724P","8","8","17","48"
"16106107036","061724P","10","9","19","55"
"16106107037","061724P","8","8","18","53"
"16106107039","061724P","8","8","16","51"
"17106107901","061724P","8","7","15","45"
"17106107902","061724P","8","7","15","45"
"17106107903","061724P","8","7","15","46"
