"15106107251","051617P","5","5","6","24"
"16106107001","051617P","5","5","5","26"
"16106107003","051617P","5","5","9","27"
"16106107004","051617P","5","5","8","29"
"16106107005","051617P","5","5","10","25"
"16106107006","051617P","5","5","9","28"
"16106107007","051617P","5","5","9","28"
"16106107008","051617P","5","5","5","27"
"16106107009","051617P","5","5","5","27"
"16106107010","051617P","5","5","10","29"
"16106107011","051617P","5","5","9","26"
"16106107012","051617P","5","4","8","26"
"16106107013","051617P","4","5","7","28"
"16106107014","051617P","5","4","8","25"
"16106107015","051617P","4","5","6","26"
"16106107016","051617P","4","4","7","24"
"16106107017","051617P","4","5","7","24"
"16106107018","051617P","5","5","5","25"
"16106107019","051617P","5","5","5","24"
"16106107020","051617P","5","5","9","27"
"16106107022","051617P","5","5","8","26"
"16106107023","051617P","5","4","6","24"
"16106107024","051617P","4","4","7","24"
"16106107025","051617P","4","5","7","26"
"16106107026","051617P","4","5","7","29"
"16106107027","051617P","5","5","6","24"
"16106107028","051617P","5","5","9","29"
"16106107029","051617P","4","5","6","24"
"16106107030","051617P","5","5","9","28"
"16106107031","051617P","4","5","7","25"
"16106107032","051617P","4","5","7","24"
"16106107033","051617P","5","5","9","28"
"16106107034","051617P","5","5","8","27"
"16106107036","051617P","5","5","9","28"
"16106107037","051617P","5","5","9","28"
"16106107039","051617P","4","4","7","28"
"17106107901","051617P","5","5","8","25"
"17106107902","051617P","4","5","8","24"
"17106107903","051617P","4","5","7","25"
