"15106107251","051516P","4","5","8","24"
"16106107001","051516P","5","4","9","28"
"16106107002","051516P","4","4","7","22"
"16106107003","051516P","5","4","9","27"
"16106107004","051516P","4","5","9","28"
"16106107005","051516P","5","4","8","26"
"16106107006","051516P","4","5","7","20"
"16106107007","051516P","4","5","7","29"
"16106107008","051516P","4","5","8","22"
"16106107009","051516P","5","4","7","20"
"16106107010","051516P","4","5","9","21"
"16106107011","051516P","5","4","8","21"
"16106107012","051516P","4","5","8","26"
"16106107013","051516P","5","4","8","24"
"16106107014","051516P","4","5","7","20"
"16106107015","051516P","5","4","7","22"
"16106107016","051516P","4","5","8","18"
"16106107017","051516P","5","4","7","20"
"16106107018","051516P","4","5","7","22"
"16106107019","051516P","5","4","9","20"
"16106107020","051516P","4","5","9","25"
"16106107022","051516P","5","4","9","22"
"16106107023","051516P","4","5","8","18"
"16106107024","051516P","4","5","7","18"
"16106107025","051516P","5","4","7","22"
"16106107026","051516P","4","5","7","24"
"16106107027","051516P","5","4","7","25"
"16106107028","051516P","5","5","9","28"
"16106107029","051516P","4","5","8","20"
"16106107030","051516P","5","4","9","27"
"16106107031","051516P","4","5","8","20"
"16106107032","051516P","5","4","8","23"
"16106107033","051516P","4","5","9","27"
"16106107034","051516P","4","5","7","24"
"16106107036","051516P","5","4","8","25"
"16106107037","051516P","4","5","8","20"
"16106107039","051516P","5","4","7","22"
"17106107901","051516P","4","5","7","22"
"17106107902","051516P","5","4","7","22"
"17106107903","051516P","4","5","7","22"
