"PO1","CO1,CO2,CO4,CO5","32","77","3","51.72","51.72"
"PO10","CO4,CO5,CO6","20","48","3","53.02","53.02"
"PO11","CO5,CO6","10","24","1","53.24","17.75"
"PO12","CO1,CO2,CO4,CO5,CO6","36","86","3","52.44","52.44"
"PO2","CO2","6","15","1","51.07","17.02"
"PO3","CO1,CO3","16","39","2","51.57","34.38"
"PO4","CO1","10","24","1","52.07","17.36"
"PO5","CO3,CO4","16","39","2","51.83","34.55"
"PO6","CO3,CO5","12","29","2","51.12","34.08"
"PO7","CO5","6","15","1","51.17","17.06"
"PO8","CO2,CO3","12","29","2","51.07","34.05"
"PO9","CO1,CO2,CO4","26","62","3","51.91","51.91"
"PSO1","CO1,CO3,CO4,CO5","32","77","3","51.72","51.72"
"PSO2","CO1,CO2,CO4","26","62","3","51.91","51.91"
"PSO3","CO5,CO6","10","24","1","53.24","17.75"
