CO1,1,4,3.58,71.6,4.47,4.53,90.0,48.42,57.21,85,59.99
CO2,3,4,3.64,72.8,4.47,4.53,90.0,48.42,57.45,85,60.21
CO3,5,4,3.67,73.4,4.47,4.53,90.0,48.42,57.57,85,60.31
CO4,4,4,3.53,70.6,4.47,4.53,90.0,48.42,57.01,85,59.81
CO5,2,4,3.67,73.4,4.47,4.53,90.0,48.42,57.57,85,60.31
CO6,-,-,-,-,4.47,4.53,90.0,48.42,60.89,85,63.3
