CO1,1,4,3.77,75.4,4.53,4.57,91.0,41.8,53.44,84,56.5
CO2,2,4,3.7,74.0,4.53,4.57,91.0,41.8,53.16,84,56.24
CO3,3,4,3.57,71.4,4.53,4.57,91.0,41.8,52.64,84,55.78
CO4,5,4,3.73,74.6,4.53,4.57,91.0,41.8,53.28,84,56.35
CO5,4,4,3.37,67.4,4.53,4.57,91.0,41.8,51.84,84,55.06
CO6,-,-,-,-,4.53,4.57,91.0,41.8,56.56,84,59.3
