"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"16106107021","51513","3","4","0","2","3","0","2","7","37"
"17106107001","51513","5","4","4","3","4","4","4","19","49"
"17106107002","51513","4","3","3","0","3","3","3","12","36"
"17106107003","51513","4","4","3","4","3","2","3","15","40"
"17106107004","51513","4","4","4","3","4","2","4","17","51"
"17106107005","51513","4","4","4","3","2","3","4","16","47"
"17106107006","51513","3","4","3","4","1","1","3","12","45"
"17106107007","51513","4","3","3","2","0","4","4","13","42"
"17106107008","51513","4","4","1","4","4","1","4","14","50"
"17106107009","51513","4","4","3","4","4","2","4","17","48"
"17106107010","51513","4","4","3","4","4","0","4","15","31"
"17106107011","51513","3","4","0","4","4","1","4","13","41"
"17106107012","51513","3","4","1","0","3","0","2","6","42"
"17106107013","51513","3","4","1","3","4","0","0","8","30"
"17106107014","51513","5","4","4","4","4","4","3","19","52"
"17106107015","51513","4","4","1","4","4","2","2","13","25"
"17106107016","51513","4","3","1","2","2","2","1","8","31"
"17106107017","51513","4","5","4","4","4","4","3","19","33"
"17106107018","51513","4","4","4","3","4","2","4","17","41"
"17106107019","51513","3","4","0","1","3","1","2","7","34"
"17106107020","51513","4","5","3","3","4","4","4","18","42"
"17106107021","51513","4","3","0","4","1","3","3","11","28"
"17106107022","51513","4","4","3","3","3","4","4","17","54"
"17106107023","51513","4","5","2","4","4","4","4","18","42"
"17106107024","51513","4","4","4","0","4","4","4","16","40"
"17106107025","51513","5","4","4","4","4","3","4","19","46"
"17106107026","51513","3","4","4","2","0","0","2","8","44"
"17106107028","51513","5","4","3","4","4","3","4","18","48"
"17106107029","51513","4","4","4","4","1","4","0","13","41"
"17106107030","51513","4","4","2","2","2","3","4","13","39"
"17106107031","51513","3","4","3","0","2","2","1","8","38"
"17106107032","51513","4","3","3","0","3","4","0","10","32"
"17106107034","51513","4","3","4","2","1","3","3","13","43"
"17106107036","51513","3","4","2","4","1","2","0","9","45"
"17106107037","51513","4","3","1","3","1","0","4","9","27"
"17106107038","51513","3","4","0","3","1","2","2","8","27"
"17106107039","51513","3","4","0","4","3","3","0","10","42"
"17106107040","51513","4","4","4","4","2","2","4","16","48"
"17106107041","51513","3","4","1","1","0","0","2","4","26"
"17106107042","51513","4","3","1","4","4","2","1","12","51"
"18106107902","51513","4","4","4","4","3","2","2","15","38"
"18106107903","51513","4","4","4","3","4","0","3","14","39"
"18106107904","51513","3","4","3","0","2","1","1","7","43"
"18106107905","51513","4","4","2","4","2","3","4","15","50"
"18106107906","51513","4","4","4","4","4","1","2","15","38"
"18106107907","51513","4","4","0","4","4","3","4","15","45"
"18106107908","51513","4","3","3","2","2","0","2","9","34"
"18106107909","51513","4","3","0","1","2","2","1","6","46"
