"PO1","CO1,CO2,CO3,CO4,CO5,CO6","44","100","3","56.92","56.92"
"PO2","CO1,CO4,CO5","14","32","2","56.3","37.53"
"PO3","CO2,CO3","12","28","2","56.41","37.61"
"PO5","CO2,CO3,CO6","30","69","3","57.55","57.55"
"PO6","CO2,CO3,CO6","30","69","3","57.55","57.55"
"POS1","CO2,CO3,CO4,CO5,CO6","39","89","3","57.16","57.16"
"PSO1","CO1","5","12","1","55.75","18.58"
