CO1,1,4,3.21,64.2,4.07,3.98,80.5,39.6,48.61,82,51.95
CO2,5,4,3.0,60.0,4.07,3.98,80.5,39.6,47.77,82,51.19
CO3,4,4,2.93,58.6,4.07,3.98,80.5,39.6,47.49,82,50.94
CO4,2,4,3.1,62.0,4.07,3.98,80.5,39.6,48.17,82,51.55
CO5,3,4,3.14,62.8,4.07,3.98,80.5,39.6,48.33,82,51.7
CO6,-,-,-,-,4.07,3.98,80.5,39.6,51.87,82,54.88
