"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","11101","5","5","3","0","3","2","3","11","38"
"16106107001","11101","5","5","1","4","1","2","3","11","44"
"16106107002","11101","3","2","0","1","0","0","4","5","38"
"16106107003","11101","5","5","0","2","2","4","4","12","31"
"16106107004","11101","4","5","0","4","4","4","3","15","49"
"16106107005","11101","5","5","4","4","2","4","4","18","36"
"16106107006","11101","5","5","1","4","2","3","4","14","48"
"16106107007","11101","5","5","1","4","4","1","4","14","55"
"16106107008","11101","3","2","4","0","3","2","2","11","29"
"16106107009","11101","3","5","1","0","1","0","4","6","25"
"16106107010","11101","5","5","1","4","4","1","4","14","53"
"16106107011","11101","5","5","3","0","4","2","1","10","45"
"16106107012","11101","5","5","3","1","3","4","3","14","35"
"16106107013","11101","5","5","3","4","4","4","0","15","50"
"16106107014","11101","2","5","0","3","1","0","1","5","39"
"16106107015","11101","4","5","4","1","3","2","0","10","47"
"16106107016","11101","3","2","1","2","1","0","1","5","41"
"16106107017","11101","4","5","0","0","0","3","2","5","26"
"16106107018","11101","4","5","0","0","0","1","4","5","48"
"16106107019","11101","3","2","3","0","2","0","0","5","37"
"16106107020","11101","5","5","1","3","0","1","2","7","40"
"16106107021","11101","0","0","0","0","0","0","0","0","13"
"16106107022","11101","3","5","0","0","2","2","1","5","33"
"16106107023","11101","3","5","1","1","3","2","4","11","45"
"16106107024","11101","5","2","0","1","2","0","2","5","22"
"16106107025","11101","3","5","2","1","0","0","2","5","19"
"16106107026","11101","3","5","2","4","0","1","3","10","31"
"16106107027","11101","5","5","4","0","3","0","0","7","26"
"16106107028","11101","5","5","4","4","4","3","4","19","49"
"16106107029","11101","4","5","3","1","1","0","4","9","27"
"16106107030","11101","5","5","3","2","2","0","4","11","25"
"16106107031","11101","3","5","0","1","1","2","1","5","38"
"16106107032","11101","3","5","2","0","3","4","1","10","46"
"16106107033","11101","5","5","2","3","2","2","4","13","35"
"16106107034","11101","4","5","0","0","0","3","2","5","22"
"16106107035","11101","0","0","0","0","0","0","0","0","14"
"16106107036","11101","5","5","4","4","3","4","4","19","39"
"16106107037","11101","5","5","3","4","2","3","3","15","32"
"16106107038","11101","3","2","1","0","0","2","2","5","4"
"16106107039","11101","4","5","2","4","0","3","1","10","31"
