"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","41404","4","4","0","3","2","3","1","9","32"
"16106107001","41404","5","5","3","4","4","4","4","19","28"
"16106107002","41404","4","5","3","0","1","1","2","7","18"
"16106107003","41404","5","5","3","1","3","4","0","11","27"
"16106107004","41404","5","4","3","4","4","4","4","19","50"
"16106107005","41404","5","5","1","3","2","4","4","14","44"
"16106107006","41404","4","4","4","2","3","2","0","11","32"
"16106107007","41404","5","5","3","2","0","3","4","12","38"
"16106107008","41404","5","5","0","4","4","4","0","12","42"
"16106107009","41404","4","4","2","0","3","1","1","7","34"
"16106107010","41404","5","5","4","3","4","3","4","18","51"
"16106107011","41404","5","5","2","2","1","4","2","11","46"
"16106107012","41404","5","5","2","4","3","2","2","13","41"
"16106107013","41404","5","5","4","3","4","4","4","19","41"
"16106107014","41404","5","4","1","0","2","3","4","10","26"
"16106107015","41404","4","5","1","1","3","2","0","7","26"
"16106107016","41404","4","4","4","0","2","0","1","7","30"
"16106107017","41404","4","5","0","4","1","3","0","8","38"
"16106107018","41404","4","5","1","4","0","1","3","9","49"
"16106107019","41404","5","4","3","3","1","0","2","9","52"
"16106107020","41404","5","5","4","2","2","4","3","15","54"
"16106107022","41404","5","5","3","1","4","1","3","12","57"
"16106107023","41404","4","5","2","1","1","2","2","8","42"
"16106107024","41404","4","4","0","1","4","2","2","9","40"
"16106107025","41404","5","5","4","0","1","0","3","8","42"
"16106107026","41404","5","5","1","1","3","4","4","13","39"
"16106107027","41404","5","4","1","4","0","3","0","8","47"
"16106107028","41404","5","5","4","4","4","4","4","20","39"
"16106107029","41404","4","4","1","4","0","2","2","9","27"
"16106107030","41404","5","5","2","3","4","0","0","9","29"
"16106107031","41404","4","4","0","2","1","3","3","9","36"
"16106107032","41404","5","5","4","4","4","4","4","20","46"
"16106107033","41404","5","5","3","3","3","4","3","16","42"
"16106107034","41404","5","5","3","1","4","3","1","12","35"
"16106107036","41404","5","5","4","4","4","4","4","20","56"
"16106107037","41404","5","5","2","4","3","3","3","15","38"
"16106107039","41404","4","4","2","4","3","0","1","10","50"
"17106107901","41404","5","5","1","3","2","0","4","10","47"
"17106107902","41404","5","5","4","1","4","0","1","10","45"
"17106107903","41404","4","4","0","0","4","2","2","8","31"
