"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","211101","5","5","3","4","4","1","4","16","42"
"16106107001","211101","5","5","3","4","2","4","4","17","47"
"16106107002","211101","5","5","3","2","4","3","4","16","15"
"16106107003","211101","5","5","3","4","3","4","4","18","34"
"16106107004","211101","5","5","4","4","4","4","2","18","45"
"16106107005","211101","5","5","3","3","4","3","4","17","44"
"16106107006","211101","5","5","4","4","3","2","3","16","50"
"16106107007","211101","5","5","3","4","4","4","3","18","47"
"16106107008","211101","5","5","4","3","3","2","4","16","33"
"16106107009","211101","5","5","4","1","4","4","3","16","27"
"16106107010","211101","5","5","4","2","4","4","4","18","26"
"16106107011","211101","5","5","3","4","4","4","3","18","28"
"16106107012","211101","5","5","4","2","4","4","4","18","35"
"16106107013","211101","5","5","4","4","4","4","3","19","36"
"16106107014","211101","5","5","4","3","4","4","0","15","26"
"16106107015","211101","5","5","2","4","4","3","2","15","28"
"16106107016","211101","5","5","4","4","2","2","4","16","6"
"16106107017","211101","5","5","3","4","1","4","4","16","26"
"16106107018","211101","5","5","4","4","1","4","4","17","28"
"16106107019","211101","5","5","3","4","4","4","4","19","39"
"16106107020","211101","5","5","3","4","4","2","3","16","29"
"16106107021","211101","5","5","4","4","2","3","2","15","6"
"16106107022","211101","5","5","2","4","3","3","4","16","30"
"16106107023","211101","5","5","3","2","4","4","3","16","33"
"16106107024","211101","5","5","4","2","4","4","3","17","39"
"16106107025","211101","5","5","3","4","4","1","4","16","7"
"16106107026","211101","5","5","4","4","3","3","3","17","37"
"16106107027","211101","5","5","4","4","4","4","2","18","35"
"16106107028","211101","5","5","2","4","3","3","4","16","46"
"16106107029","211101","5","5","4","2","4","3","4","17","57"
"16106107030","211101","5","5","1","4","4","4","4","17","41"
"16106107031","211101","5","5","4","3","2","4","3","16","61"
"16106107032","211101","5","5","4","3","3","4","3","17","54"
"16106107033","211101","5","5","4","4","2","2","4","16","49"
"16106107034","211101","5","5","3","2","4","4","2","15","56"
"16106107035","211101","0","0","0","0","0","0","0","0","9"
"16106107036","211101","5","5","4","4","2","4","3","17","58"
"16106107037","211101","5","5","4","4","4","3","4","19","55"
"16106107038","211101","5","5","2","4","3","3","3","15","33"
"16106107039","211101","5","5","4","3","3","4","2","16","41"
