"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","241205","5","4","4","2","3","1","3","13","35"
"16106107001","241205","5","4","3","4","1","2","1","11","37"
"16106107002","241205","4","5","4","3","1","3","1","12","35"
"16106107003","241205","4","5","3","1","2","3","3","12","38"
"16106107004","241205","5","4","1","4","4","3","3","15","44"
"16106107005","241205","4","5","0","1","4","1","3","9","36"
"16106107006","241205","5","4","2","4","3","2","4","15","43"
"16106107007","241205","5","5","0","4","2","2","4","12","40"
"16106107008","241205","5","5","0","2","3","3","3","11","38"
"16106107009","241205","5","5","0","4","2","3","1","10","34"
"16106107010","241205","5","4","1","4","2","4","4","15","45"
"16106107011","241205","5","5","2","1","1","4","0","8","36"
"16106107012","241205","4","5","3","4","0","1","3","11","36"
"16106107013","241205","4","5","2","4","1","1","4","12","41"
"16106107014","241205","5","5","0","2","1","2","3","8","34"
"16106107015","241205","5","5","0","0","4","1","4","9","39"
"16106107016","241205","5","5","1","2","4","3","0","10","42"
"16106107017","241205","5","5","3","3","2","0","2","10","35"
"16106107018","241205","4","5","4","4","0","3","3","14","39"
"16106107019","241205","5","5","3","3","4","0","0","10","39"
"16106107020","241205","5","4","2","0","2","4","3","11","39"
"16106107021","241205","5","5","2","1","1","1","1","6","34"
"16106107022","241205","5","5","4","2","0","1","1","8","38"
"16106107023","241205","5","5","2","2","2","0","4","10","39"
"16106107024","241205","5","5","2","2","2","3","0","9","35"
"16106107025","241205","5","5","0","0","1","4","4","9","36"
"16106107026","241205","5","4","0","1","4","4","0","9","41"
"16106107027","241205","5","5","4","1","1","4","0","10","39"
"16106107028","241205","5","4","3","4","1","4","3","15","44"
"16106107029","241205","5","5","0","2","2","2","4","10","38"
"16106107030","241205","5","5","2","3","3","0","2","10","39"
"16106107031","241205","5","4","2","0","1","4","4","11","38"
"16106107032","241205","5","5","3","3","4","3","0","13","39"
"16106107033","241205","4","5","2","1","4","3","3","13","41"
"16106107034","241205","5","5","4","0","1","2","3","10","37"
"16106107035","241205","5","5","0","3","3","2","1","9","27"
"16106107036","241205","4","5","2","4","3","4","3","16","42"
"16106107037","241205","4","5","2","1","4","1","4","12","40"
"16106107038","241205","5","5","0","4","3","2","0","9","27"
"16106107039","241205","5","5","3","0","2","2","3","10","34"
