"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","51513","4","4","3","1","0","3","0","7","34"
"16106107001","51513","5","5","0","3","1","3","3","10","44"
"16106107002","51513","5","5","0","1","2","0","2","5","10"
"16106107003","51513","5","5","3","3","0","2","1","9","39"
"16106107004","51513","5","5","4","2","3","2","4","15","52"
"16106107005","51513","4","5","1","2","1","3","2","9","43"
"16106107006","51513","5","4","0","4","1","3","2","10","54"
"16106107007","51513","5","5","3","4","0","1","4","12","44"
"16106107008","51513","4","5","1","1","3","0","1","6","46"
"16106107009","51513","4","5","4","0","1","1","0","6","36"
"16106107010","51513","5","5","4","2","1","2","3","12","58"
"16106107011","51513","5","5","1","1","0","3","3","8","46"
"16106107012","51513","5","5","2","1","2","0","1","6","44"
"16106107013","51513","5","5","4","0","0","3","3","10","44"
"16106107014","51513","4","5","3","1","2","0","0","6","15"
"16106107015","51513","4","5","1","3","2","0","0","6","35"
"16106107016","51513","5","5","2","1","2","0","0","5","35"
"16106107017","51513","4","5","3","0","0","2","1","6","45"
"16106107018","51513","5","5","1","2","0","2","0","5","46"
"16106107019","51513","5","5","0","4","0","0","1","5","42"
"16106107020","51513","5","5","3","0","4","4","0","11","43"
"16106107022","51513","5","5","4","0","2","2","0","8","44"
"16106107023","51513","5","5","0","2","0","0","3","5","46"
"16106107024","51513","5","5","3","1","0","0","1","5","38"
"16106107025","51513","4","5","0","3","0","2","1","6","50"
"16106107026","51513","5","5","2","1","1","3","3","10","46"
"16106107027","51513","4","4","0","3","2","2","2","9","39"
"16106107028","51513","5","5","4","2","3","3","4","16","50"
"16106107029","51513","5","5","1","2","2","0","0","5","48"
"16106107030","51513","5","5","1","2","3","1","1","8","48"
"16106107031","51513","4","4","0","0","4","0","3","7","48"
"16106107032","51513","5","4","0","2","2","4","2","10","49"
"16106107033","51513","5","5","3","0","4","2","1","10","36"
"16106107034","51513","5","5","2","0","4","2","1","9","53"
"16106107036","51513","5","5","3","4","4","3","0","14","48"
"16106107037","51513","5","5","3","3","0","4","0","10","42"
"16106107039","51513","4","4","0","1","3","0","4","8","43"
"17106107901","51513","4","5","3","2","0","0","1","6","37"
"17106107902","51513","4","5","3","4","1","1","0","9","49"
"17106107903","51513","5","5","0","0","1","4","0","5","49"
