"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","41503","4","4","3","2","1","1","1","8","35"
"16106107001","41503","5","4","2","1","4","2","4","13","41"
"16106107002","41503","5","5","2","3","0","0","0","5","20"
"16106107003","41503","5","5","1","2","3","4","4","14","34"
"16106107004","41503","5","4","4","4","4","3","4","19","47"
"16106107005","41503","5","5","4","4","4","3","0","15","35"
"16106107006","41503","4","4","0","3","4","4","3","14","36"
"16106107007","41503","5","5","4","4","3","4","2","17","51"
"16106107008","41503","4","4","2","2","4","1","2","11","48"
"16106107009","41503","4","4","2","0","2","3","0","7","26"
"16106107010","41503","5","5","1","4","4","4","2","15","41"
"16106107011","41503","5","4","2","2","2","2","4","12","40"
"16106107012","41503","5","4","3","3","0","3","4","13","44"
"16106107013","41503","5","5","4","2","4","4","4","18","39"
"16106107014","41503","5","4","1","3","3","1","4","12","43"
"16106107015","41503","4","2","2","2","1","0","4","9","33"
"16106107016","41503","4","3","2","3","0","2","2","9","27"
"16106107017","41503","4","4","4","1","2","1","2","10","17"
"16106107018","41503","4","2","3","2","3","2","1","11","41"
"16106107019","41503","4","5","0","1","0","2","3","6","31"
"16106107020","41503","5","5","3","4","3","3","4","17","36"
"16106107022","41503","5","4","0","1","3","4","4","12","37"
"16106107023","41503","5","5","3","3","1","1","4","12","40"
"16106107024","41503","5","5","1","2","0","0","2","5","26"
"16106107025","41503","4","3","3","2","0","3","0","8","25"
"16106107026","41503","5","4","0","4","2","4","2","12","45"
"16106107027","41503","5","4","1","0","2","3","4","10","39"
"16106107028","41503","5","5","4","3","3","4","0","14","42"
"16106107029","41503","4","3","2","4","3","0","0","9","41"
"16106107030","41503","5","4","1","1","4","1","0","7","40"
"16106107031","41503","4","4","4","1","1","0","4","10","51"
"16106107032","41503","5","5","4","3","3","4","3","17","36"
"16106107033","41503","5","5","4","4","4","1","4","17","28"
"16106107034","41503","5","4","0","4","4","1","0","9","50"
"16106107036","41503","5","5","4","2","4","4","4","18","56"
"16106107037","41503","5","4","1","4","3","1","4","13","42"
"16106107039","41503","4","4","0","4","1","1","1","7","46"
"17106107901","41503","5","4","4","1","0","3","0","8","43"
"17106107902","41503","5","4","2","1","0","4","4","11","40"
"17106107903","41503","4","5","0","4","0","1","1","6","36"
