"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","241702","4","5","4","3","3","4","3","17","60"
"16106107001","241702","4","5","4","4","4","4","4","20","61"
"16106107003","241702","4","5","3","4","4","4","4","19","62"
"16106107004","241702","4","5","4","4","4","4","4","20","60"
"16106107005","241702","4","5","4","4","4","3","4","19","50"
"16106107006","241702","4","5","4","4","4","4","4","20","65"
"16106107007","241702","4","5","4","4","4","4","4","20","64"
"16106107008","241702","4","5","4","0","4","4","4","16","53"
"16106107009","241702","4","5","3","2","3","0","2","10","25"
"16106107010","241702","4","5","4","4","4","4","4","20","62"
"16106107011","241702","4","5","4","4","4","4","3","19","59"
"16106107012","241702","4","5","3","4","4","4","3","18","60"
"16106107013","241702","4","5","4","3","3","4","4","18","51"
"16106107014","241702","4","5","4","1","2","1","3","11","50"
"16106107015","241702","4","5","4","4","4","3","3","18","54"
"16106107016","241702","4","5","4","4","1","4","0","13","38"
"16106107017","241702","4","5","4","4","4","3","4","19","51"
"16106107018","241702","4","5","3","2","3","1","4","13","64"
"16106107019","241702","4","5","2","1","4","0","3","10","52"
"16106107020","241702","4","5","1","4","4","4","3","16","52"
"16106107022","241702","4","5","2","4","3","4","4","17","63"
"16106107023","241702","4","5","4","4","4","4","4","20","58"
"16106107024","241702","4","5","3","4","0","4","0","11","30"
"16106107025","241702","4","5","2","1","4","3","4","14","62"
"16106107026","241702","4","5","4","4","4","3","3","18","62"
"16106107027","241702","4","5","3","1","4","4","4","16","58"
"16106107028","241702","4","5","4","4","4","4","1","17","63"
"16106107029","241702","4","5","4","3","2","2","3","14","49"
"16106107030","241702","4","5","4","2","4","2","4","16","46"
"16106107031","241702","4","5","4","3","4","3","4","18","54"
"16106107032","241702","4","5","3","4","4","4","4","19","53"
"16106107033","241702","4","5","4","4","2","4","4","18","57"
"16106107034","241702","4","5","4","4","3","4","4","19","61"
"16106107036","241702","4","5","4","3","4","4","4","19","59"
"16106107037","241702","4","5","4","3","4","4","3","18","56"
"16106107039","241702","4","5","4","4","4","4","4","20","64"
"17106107901","241702","4","5","4","4","3","0","4","15","46"
"17106107902","241702","4","5","4","4","4","4","4","20","55"
"17106107903","241702","4","5","3","4","4","4","4","19","56"
