"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","241301","5","4","2","3","1","3","4","13","58"
"16106107001","241301","5","5","4","4","1","4","4","17","56"
"16106107002","241301","4","5","0","0","1","2","1","4","48"
"16106107003","241301","5","5","3","4","4","2","2","15","50"
"16106107004","241301","5","5","4","4","3","4","4","19","51"
"16106107005","241301","5","5","3","3","2","4","2","14","46"
"16106107006","241301","5","5","4","2","4","4","4","18","48"
"16106107007","241301","5","5","4","3","4","3","2","16","57"
"16106107008","241301","5","5","3","4","4","3","0","14","48"
"16106107009","241301","4","5","3","2","0","0","1","6","49"
"16106107010","241301","5","5","3","4","4","3","4","18","59"
"16106107011","241301","5","5","4","4","0","4","3","15","61"
"16106107012","241301","5","5","4","4","4","0","3","15","62"
"16106107013","241301","5","5","4","0","4","0","4","12","55"
"16106107014","241301","5","5","1","1","0","0","2","4","62"
"16106107015","241301","4","5","3","0","3","4","2","12","54"
"16106107016","241301","4","5","3","0","2","1","2","8","41"
"16106107017","241301","5","5","2","2","0","2","4","10","50"
"16106107018","241301","5","5","4","4","2","3","4","17","57"
"16106107019","241301","4","4","0","1","4","1","3","9","58"
"16106107020","241301","5","5","2","4","4","3","4","17","60"
"16106107022","241301","5","5","0","0","0","4","0","4","62"
"16106107023","241301","5","5","3","2","1","2","3","11","56"
"16106107024","241301","5","5","0","0","2","3","1","6","60"
"16106107025","241301","5","5","3","3","0","0","2","8","62"
"16106107026","241301","5","5","4","1","4","4","2","15","61"
"16106107027","241301","5","5","3","2","4","3","3","15","49"
"16106107028","241301","5","5","4","2","3","3","4","16","60"
"16106107029","241301","4","5","0","4","2","4","0","10","49"
"16106107030","241301","5","5","1","3","0","4","2","10","60"
"16106107031","241301","5","5","3","4","4","4","4","19","62"
"16106107032","241301","5","5","2","3","4","3","4","16","51"
"16106107033","241301","5","5","4","3","3","4","2","16","54"
"16106107034","241301","5","5","4","2","4","4","4","18","62"
"16106107036","241301","5","5","3","4","3","3","4","17","60"
"16106107037","241301","5","5","4","4","3","4","4","19","60"
"16106107039","241301","5","5","3","4","2","4","4","17","60"
"17106107901","241301","5","5","4","2","3","3","4","16","62"
"17106107902","241301","5","5","3","2","4","4","2","15","61"
"17106107903","241301","5","5","3","3","2","2","3","13","46"
