"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","41302","5","5","3","2","3","0","0","8","40"
"16106107001","41302","5","5","2","4","3","3","4","16","59"
"16106107002","41302","4","5","1","0","4","0","1","6","26"
"16106107003","41302","5","5","4","3","1","1","1","10","43"
"16106107004","41302","5","5","3","3","3","4","4","17","61"
"16106107005","41302","5","5","3","3","4","3","2","15","42"
"16106107006","41302","5","5","4","0","4","3","2","13","49"
"16106107007","41302","5","5","3","4","0","3","3","13","42"
"16106107008","41302","4","5","1","4","4","0","1","10","44"
"16106107009","41302","4","4","2","1","2","0","2","7","34"
"16106107010","41302","5","5","3","4","4","2","4","17","52"
"16106107011","41302","5","5","2","4","4","0","3","13","52"
"16106107012","41302","5","5","4","4","3","4","0","15","41"
"16106107013","41302","5","5","4","0","3","2","2","11","48"
"16106107014","41302","5","5","4","1","2","1","0","8","43"
"16106107015","41302","5","5","0","1","0","2","4","7","23"
"16106107016","41302","5","5","4","1","2","0","0","7","40"
"16106107017","41302","5","5","2","1","1","2","0","6","34"
"16106107018","41302","4","5","2","3","1","2","2","10","46"
"16106107019","41302","4","5","2","4","2","0","0","8","50"
"16106107020","41302","5","5","3","3","1","0","3","10","56"
"16106107022","41302","5","5","2","3","3","3","4","15","46"
"16106107023","41302","5","5","4","0","4","1","3","12","57"
"16106107024","41302","5","5","4","4","1","3","3","15","36"
"16106107025","41302","5","5","1","0","4","2","4","11","51"
"16106107026","41302","5","5","1","3","3","4","3","14","53"
"16106107027","41302","4","5","0","3","0","4","3","10","42"
"16106107028","41302","5","5","4","4","3","3","2","16","51"
"16106107029","41302","4","5","1","3","4","2","3","13","27"
"16106107030","41302","5","5","3","2","1","1","1","8","25"
"16106107031","41302","5","5","1","2","2","0","2","7","40"
"16106107032","41302","5","5","4","4","4","4","3","19","52"
"16106107033","41302","5","5","2","2","0","4","3","11","41"
"16106107034","41302","5","5","3","3","2","2","2","12","37"
"16106107036","41302","5","5","3","4","4","0","3","14","57"
"16106107037","41302","5","5","4","0","4","4","3","15","50"
"16106107039","41302","5","5","4","4","4","4","4","20","57"
"17106107901","41302","5","5","4","3","4","4","4","19","48"
"17106107902","41302","5","5","4","1","3","3","3","14","45"
"17106107903","41302","5","5","4","3","3","0","0","10","34"
