"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","21202","5","3","2","4","0","1","2","9","12"
"16106107001","21202","5","4","3","2","4","4","0","13","30"
"16106107002","21202","5","3","1","0","3","1","3","8","31"
"16106107003","21202","5","4","0","1","4","3","0","8","30"
"16106107004","21202","5","4","4","0","4","0","4","12","34"
"16106107005","21202","5","5","2","4","2","4","4","16","16"
"16106107006","21202","5","4","2","4","0","3","2","11","25"
"16106107007","21202","5","4","4","1","1","3","3","12","25"
"16106107008","21202","5","5","2","4","3","4","2","15","28"
"16106107009","21202","4","4","0","0","4","1","0","5","10"
"16106107010","21202","5","5","1","4","1","3","3","12","25"
"16106107011","21202","5","4","4","2","3","2","3","14","25"
"16106107012","21202","5","4","4","4","4","2","0","14","34"
"16106107013","21202","5","4","4","4","4","1","4","17","25"
"16106107014","21202","5","3","4","1","0","1","2","8","10"
"16106107015","21202","5","3","2","1","2","0","1","6","18"
"16106107016","21202","5","3","1","2","2","1","1","7","10"
"16106107017","21202","4","3","2","3","1","0","1","7","12"
"16106107018","21202","4","5","3","3","0","0","3","9","25"
"16106107019","21202","4","3","0","3","2","0","2","7","0"
"16106107020","21202","5","5","2","1","3","4","2","12","4"
"16106107021","21202","5","4","4","4","4","0","4","16","14"
"16106107022","21202","5","5","3","2","2","0","1","8","25"
"16106107023","21202","5","4","1","4","3","4","3","15","38"
"16106107024","21202","5","4","3","0","0","2","0","5","25"
"16106107025","21202","4","3","2","0","3","1","0","6","8"
"16106107026","21202","5","4","1","0","4","2","3","10","25"
"16106107027","21202","4","4","4","1","1","1","1","8","25"
"16106107028","21202","5","4","4","2","4","2","2","14","25"
"16106107029","21202","4","3","0","1","0","2","3","6","8"
"16106107030","21202","5","4","4","2","4","4","4","18","20"
"16106107031","21202","5","5","1","2","2","1","3","9","28"
"16106107032","21202","5","4","4","3","2","2","1","12","13"
"16106107033","21202","5","5","1","4","4","0","3","12","37"
"16106107034","21202","5","5","0","2","1","2","0","5","4"
"16106107035","21202","4","3","0","0","2","4","0","6","4"
"16106107036","21202","5","4","4","4","4","2","4","18","34"
"16106107037","21202","5","4","4","2","1","2","4","13","16"
"16106107038","21202","5","3","2","2","4","1","0","9","0"
"16106107039","21202","4","3","1","2","1","3","0","7","16"
