"15106107251","061707P","5","5","9","26"
"16106107001","061707P","5","5","9","28"
"16106107003","061707P","5","5","9","26"
"16106107004","061707P","5","5","9","27"
"16106107005","061707P","5","5","9","24"
"16106107006","061707P","5","5","8","24"
"16106107007","061707P","5","5","9","25"
"16106107008","061707P","5","5","8","26"
"16106107009","061707P","5","5","8","26"
"16106107010","061707P","5","5","9","24"
"16106107011","061707P","5","5","9","24"
"16106107012","061707P","5","5","9","27"
"16106107013","061707P","5","5","9","26"
"16106107014","061707P","5","5","9","27"
"16106107015","061707P","5","5","8","24"
"16106107016","061707P","4","5","8","23"
"16106107017","061707P","5","5","9","23"
"16106107018","061707P","4","4","8","23"
"16106107019","061707P","5","4","8","24"
"16106107020","061707P","4","5","8","28"
"16106107022","061707P","5","5","9","25"
"16106107023","061707P","4","4","8","24"
"16106107024","061707P","4","4","8","23"
"16106107025","061707P","5","5","9","26"
"16106107026","061707P","5","5","9","24"
"16106107027","061707P","5","5","9","26"
"16106107028","061707P","5","5","9","27"
"16106107029","061707P","5","5","9","24"
"16106107030","061707P","5","5","9","26"
"16106107031","061707P","5","5","9","27"
"16106107032","061707P","5","5","9","28"
"16106107033","061707P","5","5","10","26"
"16106107034","061707P","5","5","9","24"
"16106107036","061707P","5","5","9","25"
"16106107037","061707P","5","5","9","25"
"16106107039","061707P","5","4","9","27"
"17106107901","061707P","5","5","9","26"
"17106107902","061707P","5","5","9","25"
"17106107903","061707P","5","4","8","27"
