"15106107251","041503P","4","4","4","28"
"16106107001","041503P","5","4","7","28"
"16106107002","041503P","5","5","3","25"
"16106107003","041503P","5","5","7","27"
"16106107004","041503P","5","4","10","29"
"16106107005","041503P","5","5","8","28"
"16106107006","041503P","4","4","7","27"
"16106107007","041503P","5","5","9","29"
"16106107008","041503P","4","4","6","27"
"16106107009","041503P","4","4","4","26"
"16106107010","041503P","5","5","8","29"
"16106107011","041503P","5","4","6","29"
"16106107012","041503P","5","4","7","28"
"16106107013","041503P","5","5","10","28"
"16106107014","041503P","5","4","6","26"
"16106107015","041503P","4","2","5","28"
"16106107016","041503P","4","3","5","25"
"16106107017","041503P","4","4","5","25"
"16106107018","041503P","4","2","6","25"
"16106107019","041503P","4","5","3","25"
"16106107020","041503P","5","5","9","29"
"16106107022","041503P","5","4","6","27"
"16106107023","041503P","5","5","6","27"
"16106107024","041503P","5","5","3","25"
"16106107025","041503P","4","3","4","25"
"16106107026","041503P","5","4","6","29"
"16106107027","041503P","5","4","5","27"
"16106107028","041503P","5","5","7","29"
"16106107029","041503P","4","3","5","27"
"16106107030","041503P","5","4","4","29"
"16106107031","041503P","4","4","5","28"
"16106107032","041503P","5","5","8","27"
"16106107033","041503P","5","5","9","29"
"16106107034","041503P","5","4","5","28"
"16106107036","041503P","5","5","9","28"
"16106107037","041503P","5","4","7","27"
"16106107039","041503P","4","4","4","26"
"17106107901","041503P","5","5","4","27"
"17106107902","041503P","5","4","6","27"
"17106107903","041503P","4","5","3","25"
