"15106107251","061502P","4","4","7","27"
"16106107001","061502P","5","5","8","27"
"16106107002","061502P","4","4","7","26"
"16106107003","061502P","5","5","9","28"
"16106107004","061502P","5","5","9","29"
"16106107005","061502P","5","5","8","28"
"16106107006","061502P","5","5","8","27"
"16106107007","061502P","5","5","8","28"
"16106107008","061502P","4","4","8","28"
"16106107009","061502P","4","4","7","26"
"16106107010","061502P","5","4","8","28"
"16106107011","061502P","5","4","8","29"
"16106107012","061502P","5","5","9","27"
"16106107013","061502P","5","5","8","26"
"16106107014","061502P","4","4","7","27"
"16106107015","061502P","4","4","8","27"
"16106107016","061502P","4","4","7","27"
"16106107017","061502P","5","5","8","28"
"16106107018","061502P","4","4","7","26"
"16106107019","061502P","4","4","7","25"
"16106107020","061502P","5","5","8","29"
"16106107022","061502P","5","5","9","29"
"16106107023","061502P","5","4","8","28"
"16106107024","061502P","4","4","7","27"
"16106107025","061502P","5","5","9","29"
"16106107026","061502P","5","5","9","25"
"16106107027","061502P","4","4","7","27"
"16106107028","061502P","5","5","8","28"
"16106107029","061502P","4","4","8","25"
"16106107030","061502P","4","4","8","28"
"16106107031","061502P","5","4","8","26"
"16106107032","061502P","5","5","9","27"
"16106107033","061502P","5","5","9","28"
"16106107034","061502P","5","5","8","27"
"16106107036","061502P","5","5","8","28"
"16106107037","061502P","5","5","9","26"
"16106107039","061502P","4","4","8","25"
"17106107901","061502P","5","5","9","24"
"17106107902","061502P","5","5","9","25"
"17106107903","061502P","4","4","8","25"
