"15106107251","021202P","5","3","7","28"
"16106107001","021202P","5","4","8","28"
"16106107002","021202P","5","3","7","26"
"16106107003","021202P","5","4","7","28"
"16106107004","021202P","5","4","8","28"
"16106107005","021202P","5","5","9","28"
"16106107006","021202P","5","4","8","27"
"16106107007","021202P","5","4","8","28"
"16106107008","021202P","5","5","9","25"
"16106107009","021202P","4","4","7","27"
"16106107010","021202P","5","5","8","28"
"16106107011","021202P","5","4","9","28"
"16106107012","021202P","5","4","8","28"
"16106107013","021202P","5","4","9","28"
"16106107014","021202P","5","3","7","25"
"16106107015","021202P","5","3","7","28"
"16106107016","021202P","5","3","7","26"
"16106107017","021202P","4","3","7","26"
"16106107018","021202P","4","5","7","27"
"16106107019","021202P","4","3","7","28"
"16106107020","021202P","5","5","8","28"
"16106107021","021202P","5","4","8","27"
"16106107022","021202P","5","5","7","26"
"16106107023","021202P","5","4","9","28"
"16106107024","021202P","5","4","7","26"
"16106107025","021202P","4","3","7","27"
"16106107026","021202P","5","4","8","28"
"16106107027","021202P","4","4","7","26"
"16106107028","021202P","5","4","8","28"
"16106107029","021202P","4","3","7","28"
"16106107030","021202P","5","4","9","28"
"16106107031","021202P","5","5","7","26"
"16106107032","021202P","5","4","8","26"
"16106107033","021202P","5","5","8","26"
"16106107034","021202P","5","5","7","27"
"16106107035","021202P","4","3","7","26"
"16106107036","021202P","5","4","9","28"
"16106107037","021202P","5","4","8","28"
"16106107038","021202P","5","3","7","26"
"16106107039","021202P","4","3","7","27"
