"15106107251","231101P","5","5","8","26"
"16106107001","231101P","5","5","8","29"
"16106107002","231101P","4","5","8","26"
"16106107003","231101P","5","5","8","28"
"16106107004","231101P","5","4","9","28"
"16106107005","231101P","5","5","9","27"
"16106107006","231101P","5","4","8","28"
"16106107007","231101P","5","5","8","29"
"16106107008","231101P","5","4","9","27"
"16106107009","231101P","5","5","9","27"
"16106107010","231101P","5","5","9","27"
"16106107011","231101P","5","5","8","26"
"16106107012","231101P","5","5","8","28"
"16106107013","231101P","5","5","8","26"
"16106107014","231101P","4","5","9","26"
"16106107015","231101P","5","5","9","27"
"16106107016","231101P","3","3","5","28"
"16106107017","231101P","5","5","8","27"
"16106107018","231101P","5","5","8","26"
"16106107019","231101P","5","5","9","27"
"16106107020","231101P","5","5","9","26"
"16106107021","231101P","4","5","9","26"
"16106107022","231101P","5","4","9","26"
"16106107023","231101P","5","5","9","28"
"16106107024","231101P","5","4","8","27"
"16106107025","231101P","5","5","8","28"
"16106107026","231101P","5","5","8","28"
"16106107027","231101P","5","5","9","27"
"16106107028","231101P","5","5","9","29"
"16106107029","231101P","4","5","8","28"
"16106107030","231101P","5","5","8","29"
"16106107031","231101P","5","4","9","26"
"16106107032","231101P","5","4","9","26"
"16106107033","231101P","5","5","8","28"
"16106107034","231101P","5","5","8","27"
"16106107035","231101P","0","0","0","26"
"16106107036","231101P","5","5","9","28"
"16106107037","231101P","5","4","9","27"
"16106107038","231101P","4","5","9","26"
"16106107039","231101P","5","4","9","27"
