"15106107251","041404P","4","4","8","26"
"16106107001","041404P","5","5","9","27"
"16106107002","041404P","4","4","8","26"
"16106107003","041404P","5","5","9","26"
"16106107004","041404P","5","5","9","27"
"16106107005","041404P","5","5","8","25"
"16106107006","041404P","4","4","7","26"
"16106107007","041404P","5","5","8","27"
"16106107008","041404P","5","5","8","25"
"16106107009","041404P","4","5","7","25"
"16106107010","041404P","5","5","8","28"
"16106107011","041404P","5","5","7","27"
"16106107012","041404P","5","5","8","26"
"16106107013","041404P","5","5","9","28"
"16106107014","041404P","4","4","8","26"
"16106107015","041404P","4","4","7","26"
"16106107016","041404P","5","4","7","27"
"16106107017","041404P","4","5","7","27"
"16106107018","041404P","5","5","7","26"
"16106107019","041404P","5","5","7","26"
"16106107020","041404P","5","5","8","27"
"16106107022","041404P","4","5","8","27"
"16106107023","041404P","5","4","7","26"
"16106107024","041404P","4","4","7","26"
"16106107025","041404P","4","5","7","26"
"16106107026","041404P","5","5","8","28"
"16106107027","041404P","5","4","7","26"
"16106107028","041404P","5","5","9","28"
"16106107029","041404P","5","5","8","25"
"16106107030","041404P","5","5","8","26"
"16106107031","041404P","4","4","7","25"
"16106107032","041404P","5","5","9","26"
"16106107033","041404P","5","5","8","28"
"16106107034","041404P","5","4","8","25"
"16106107036","041404P","5","5","9","28"
"16106107037","041404P","5","5","9","28"
"16106107039","041404P","4","5","8","27"
"17106107901","041404P","4","5","7","26"
"17106107902","041404P","5","4","8","26"
"17106107903","041404P","4","4","7","26"
