"15106107251","011101P","5","4","8","28"
"16106107001","011101P","4","4","7","27"
"16106107002","011101P","4","3","7","26"
"16106107003","011101P","5","5","8","27"
"16106107004","011101P","4","5","9","27"
"16106107005","011101P","4","4","8","26"
"16106107006","011101P","4","4","7","26"
"16106107007","011101P","4","4","8","27"
"16106107008","011101P","3","3","7","26"
"16106107009","011101P","3","3","7","27"
"16106107010","011101P","5","5","8","27"
"16106107011","011101P","5","5","8","28"
"16106107012","011101P","5","4","8","27"
"16106107013","011101P","5","4","8","28"
"16106107014","011101P","3","3","7","26"
"16106107015","011101P","4","4","7","26"
"16106107016","011101P","2","2","6","26"
"16106107017","011101P","5","3","7","26"
"16106107018","011101P","3","3","7","27"
"16106107019","011101P","3","3","7","26"
"16106107020","011101P","4","4","8","27"
"16106107021","011101P","0","0","0","26"
"16106107022","011101P","3","3","7","26"
"16106107023","011101P","3","4","7","27"
"16106107024","011101P","3","2","7","24"
"16106107025","011101P","3","3","7","27"
"16106107026","011101P","4","4","7","27"
"16106107027","011101P","4","4","8","24"
"16106107028","011101P","5","5","10","28"
"16106107029","011101P","2","3","7","27"
"16106107030","011101P","5","4","8","28"
"16106107031","011101P","4","4","7","26"
"16106107032","011101P","4","4","7","27"
"16106107033","011101P","5","4","9","28"
"16106107034","011101P","3","3","7","26"
"16106107035","011101P","0","0","0","26"
"16106107036","011101P","5","5","10","28"
"16106107037","011101P","4","4","8","28"
"16106107038","011101P","4","3","7","26"
"16106107039","011101P","5","5","7","26"
