" PO2","CO3,CO6","12","29","2","57.66","38.44"
"PO1","CO1,CO2,CO3,CO4,CO5,CO6","42","100","3","56.35","56.35"
"PSO3","CO1,CO2,CO3,CO4,CO5,CO6","42","100","3","56.35","56.35"
