"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","61603","5","5","4","4","3","4","4","19","50"
"14106107184","61603","5","5","4","3","4","3","3","17","39"
"14106107185","61603","5","5","4","4","4","4","3","19","40"
"14106107186","61603","4","5","4","4","4","4","4","20","51"
"14106107187","61603","4","5","3","4","4","4","4","19","54"
"14106107188","61603","5","5","4","4","4","3","4","19","52"
"14106107189","61603","4","5","4","4","1","4","4","17","52"
"14106107192","61603","5","5","4","4","0","4","3","15","47"
"14106107197","61603","5","5","3","3","4","3","4","17","42"
"14106107198","61603","5","5","4","4","4","2","2","16","46"
"14106107201","61603","5","5","2","4","4","4","4","18","35"
"14106107202","61603","5","5","3","4","3","4","4","18","41"
"14106107203","61603","4","5","4","4","4","3","4","19","42"
"14106107204","61603","5","5","3","4","1","4","3","15","35"
"14106107205","61603","4","5","4","3","4","4","4","19","40"
"14106107206","61603","5","5","4","2","4","4","4","18","47"
"14106107207","61603","5","5","2","3","4","2","4","15","25"
"14106107209","61603","4","5","3","4","4","4","4","19","46"
"14106107211","61603","5","5","3","4","3","4","1","15","32"
"14106107263","61603","4","5","4","4","3","4","3","18","49"
"14106107264","61603","4","5","4","4","4","1","2","15","38"
"14106107265","61603","5","5","4","4","3","4","4","19","47"
"14106107266","61603","4","5","4","2","4","4","4","18","44"
"14106107267","61603","4","5","3","4","3","4","4","18","32"
"14106107268","61603","4","5","4","2","4","4","4","18","40"
"14106107269","61603","4","5","4","4","3","1","3","15","32"
"14106107316","61603","5","5","4","4","3","4","4","19","48"
"14106107317","61603","5","5","4","4","3","4","4","19","53"
"14106107270","61603","4","5","4","2","4","3","2","15","33"
"14106107318","61603","5","5","4","4","4","4","4","20","56"
