"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","61201","4","5","4","2","3","4","4","17","54"
"14106107183","61201","4","5","4","4","4","2","4","18","39"
"14106107184","61201","4","5","4","4","3","2","4","17","33"
"14106107185","61201","5","5","3","2","3","4","4","16","39"
"14106107186","61201","5","5","4","4","4","4","4","20","50"
"14106107187","61201","5","5","4","4","4","4","4","20","48"
"14106107188","61201","4","5","4","3","2","4","3","16","56"
"14106107189","61201","4","5","4","3","4","4","4","19","49"
"14106107192","61201","5","5","4","3","4","4","3","18","38"
"14106107197","61201","4","5","3","4","3","4","3","17","43"
"14106107198","61201","5","5","4","4","2","4","1","15","38"
"14106107201","61201","5","5","3","4","4","4","3","18","36"
"14106107202","61201","4","5","4","4","3","4","2","17","44"
"14106107203","61201","4","5","4","4","1","4","4","17","48"
"14106107204","61201","4","5","2","4","4","3","4","17","47"
"14106107205","61201","5","5","4","2","4","3","4","17","45"
"14106107206","61201","4","5","3","1","4","4","4","16","29"
"14106107207","61201","4","5","3","4","4","2","4","17","33"
"14106107209","61201","4","5","4","4","3","3","4","18","40"
"14106107211","61201","5","5","4","1","3","3","4","15","42"
"14106107263","61201","4","5","3","4","4","4","3","18","43"
"14106107264","61201","5","5","4","4","3","4","4","19","43"
"14106107265","61201","4","5","4","3","3","4","4","18","49"
"14106107266","61201","5","5","4","3","4","4","4","19","37"
"14106107267","61201","4","5","4","4","4","4","2","18","43"
"14106107268","61201","4","5","1","4","3","4","4","16","49"
"14106107269","61201","4","5","2","3","4","4","4","17","36"
"14106107270","61201","5","5","3","3","4","2","4","16","34"
