"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","211405","4","4","4","4","3","3","4","18","51"
"14106107183","211405","4","4","4","2","4","4","4","18","49"
"14106107184","211405","5","5","3","4","4","4","2","17","35"
"14106107185","211405","5","5","4","3","3","4","4","18","41"
"14106107186","211405","5","5","4","4","3","4","4","19","40"
"14106107187","211405","5","4","4","4","3","4","3","18","59"
"14106107188","211405","5","4","4","4","2","4","3","17","47"
"14106107189","211405","5","5","4","3","3","4","4","18","51"
"14106107192","211405","5","5","4","4","4","1","4","17","46"
"14106107197","211405","4","5","3","4","4","4","3","18","35"
"14106107198","211405","4","5","4","4","4","1","4","17","42"
"14106107201","211405","5","4","3","4","3","4","4","18","56"
"14106107202","211405","5","5","3","3","3","4","4","17","56"
"14106107203","211405","5","5","3","4","4","4","4","19","60"
"14106107204","211405","5","4","4","4","3","3","3","17","42"
"14106107205","211405","5","5","4","3","4","3","4","18","48"
"14106107206","211405","4","5","4","4","3","2","4","17","36"
"14106107207","211405","4","5","3","4","4","2","4","17","32"
"14106107209","211405","5","5","4","4","4","4","3","19","58"
"14106107211","211405","4","5","3","2","4","4","4","17","28"
"14106107263","211405","5","4","4","3","4","4","4","19","52"
"14106107264","211405","4","4","4","4","4","2","4","18","36"
"14106107265","211405","5","4","4","4","4","2","4","18","54"
"14106107266","211405","5","5","4","3","4","4","4","19","50"
"14106107267","211405","5","4","3","4","4","3","4","18","51"
"14106107268","211405","4","5","3","4","4","3","3","17","34"
"14106107316","211405","5","5","4","3","4","4","4","19","50"
"14106107269","211405","4","4","4","1","4","4","4","17","52"
"14106107270","211405","4","4","4","2","4","4","3","17","39"
"14106107317","211405","4","5","4","4","4","4","2","18","55"
"14106107318","211405","5","5","4","4","4","4","3","19","57"
