"PO1","CO1,CO2,CO4,CO5","32","77","3","58.25","58.25"
"PO10","CO4,CO5,CO6","20","48","3","59.87","59.87"
"PO11","CO5,CO6","10","24","1","61.02","20.34"
"PO12","CO1,CO2,CO4,CO5,CO6","36","86","3","59.24","59.24"
"PO2","CO2","6","15","1","58.66","19.55"
"PO3","CO1,CO3","16","39","2","57.88","38.59"
"PO4","CO1","10","24","1","57.94","19.31"
"PO5","CO3,CO4","16","39","2","57.7","38.47"
"PO6","CO3,CO5","12","29","2","58.31","38.88"
"PO7","CO5","6","15","1","58.8","19.6"
"PO8","CO2,CO3","12","29","2","58.24","38.83"
"PO9","CO1,CO2,CO4","26","62","3","58.06","58.06"
"PSO1","CO1,CO3,CO4,CO5","32","77","3","58.04","58.04"
"PSO2","CO1,CO2,CO4","26","62","3","58.06","58.06"
"PSO3","CO5,CO6","10","24","1","61.02","20.34"
