CO1,1,4,4.0,80.0,4.8,5.0,98.0,31.4,47.78,81,51.1
CO2,5,4,4.0,80.0,4.8,5.0,98.0,31.4,47.78,81,51.1
CO3,4,4,3.6,72.0,4.8,5.0,98.0,31.4,46.18,81,49.66
CO4,3,4,4.0,80.0,4.8,5.0,98.0,31.4,47.78,81,51.1
CO5,2,4,3.6,72.0,4.8,5.0,98.0,31.4,46.18,81,49.66
CO6,-,-,-,-,4.8,5.0,98.0,31.4,51.38,81,54.34
