"15103107055","51301","5","5","2","4","4","4","3","17","44"
"15103107126","51301","4","5","4","3","4","2","4","17","43"
"15103107127","51301","5","5","4","2","4","4","4","18","26"
"15103107128","51301","5","5","3","3","4","3","3","16","32"
"15103107129","51301","5","5","4","4","4","4","3","19","51"
"15103107130","51301","5","5","4","4","4","4","1","17","54"
"15103107131","51301","4","5","4","2","4","3","4","17","34"
"15103107132","51301","5","5","3","4","4","3","4","18","28"
"15103107133","51301","5","5","3","4","3","4","4","18","46"
"15103107134","51301","5","5","4","3","3","3","3","16","47"
"15103107135","51301","4","5","4","3","3","3","4","17","43"
"15103107136","51301","5","5","3","4","3","4","4","18","40"
"15103107137","51301","4","5","3","3","4","3","4","17","43"
"15103107138","51301","5","5","3","4","4","3","3","17","45"
"15103107139","51301","5","5","3","3","4","4","2","16","50"
"15103107140","51301","5","5","4","4","3","4","3","18","32"
"15103107141","51301","5","5","2","4","4","2","4","16","54"
"15103107142","51301","4","5","2","4","4","3","4","17","36"
"15103107143","51301","5","5","4","4","4","3","4","19","64"
"15103107144","51301","5","5","3","3","4","2","4","16","56"
"15103107145","51301","5","5","4","4","4","3","2","17","41"
"15103107146","51301","4","5","3","3","4","4","3","17","49"
"15103107147","51301","4","4","4","4","4","3","4","19","36"
"15103107148","51301","5","5","4","2","4","4","4","18","46"
"15103107149","51301","4","5","1","4","4","4","4","17","32"
"15103107150","51301","5","5","4","2","4","4","2","16","36"
"15103107151","51301","5","5","4","4","2","3","4","17","50"
"15103107152","51301","4","5","4","4","4","4","1","17","33"
"15103107153","51301","5","5","3","3","4","4","2","16","25"
"15103107154","51301","5","5","4","4","2","4","3","17","33"
"15103107155","51301","4","5","4","4","3","2","4","17","62"
"15103107156","51301","5","5","3","4","4","4","4","19","59"
"15103107157","51301","4","5","4","3","4","4","4","19","54"
"15103107159","51301","5","5","4","3","4","2","4","17","57"
"15103107160","51301","4","5","4","3","3","4","2","16","58"
"15103107161","51301","5","5","4","4","4","4","4","20","55"
"15103107162","51301","5","5","4","4","3","4","4","19","36"
"15103107163","51301","5","5","4","4","4","4","3","19","42"
"15103107164","51301","5","5","4","3","4","4","4","19","53"
"15103107165","51301","4","5","3","4","4","4","3","18","3"
"15103107166","51301","4","5","4","4","2","4","3","17","44"
"15103107168","51301","5","5","4","3","3","4","4","18","26"
"15103107170","51301","5","5","4","4","4","3","3","18","37"
"15103107171","51301","5","5","3","3","4","4","3","17","14"
"15103107172","51301","5","5","3","4","4","3","2","16","10"
"15103107173","51301","5","5","4","4","4","3","2","17","44"
"15103107174","51301","5","5","4","4","3","4","4","19","49"
"15103107176","51301","5","5","4","4","3","4","4","19","11"
"15103107177","51301","5","5","4","4","4","3","4","19","40"
"15103107178","51301","4","5","1","4","4","4","4","17","13"
"15103107179","51301","4","5","4","2","3","4","4","17","46"
"15103107180","51301","5","5","3","3","4","4","4","18","36"
"15103107181","51301","5","5","4","3","3","4","2","16","53"
"15103107182","51301","5","5","3","4","2","4","4","17","28"
"15103107183","51301","5","5","1","4","4","4","4","17","10"
"15103107184","51301","5","5","3","3","4","3","4","17","11"
"15103107185","51301","4","5","4","4","4","4","1","17","53"
"15103107186","51301","5","5","3","4","4","2","4","17","52"
"15103107278","51301","5","5","4","4","2","3","4","17","48"
"15104107203","51301","4","5","4","3","4","4","3","18","44"
"15106107258","51301","5","5","4","4","3","4","3","18","39"
"16103107902","51301","4","5","2","4","4","1","4","15","13"
"16103107903","51301","4","5","3","4","2","3","4","16","45"
"16103107904","51301","4","5","2","3","4","4","3","16","3"
"16103107905","51301","4","5","3","4","1","4","4","16","39"
"16103107906","51301","4","5","4","2","3","2","4","15","6"
"16103107907","51301","4","5","4","3","4","4","2","17","6"
"16103107908","51301","4","5","4","2","4","4","3","17","48"
"16103107909","51301","4","5","4","4","4","0","4","16","35"
"16103107910","51301","4","5","2","3","3","4","4","16","25"
"15231735825.64","51301.0","4.61","4.99","3.41","3.49","3.56","3.43","3.37","17.26","37.94"
