"PO1","CO1,CO2,CO4,CO5,CO6","36","86","3","53.1","53.1"
"PO11","CO6","8","20","1","58.85","19.62"
"PO2","CO1,CO2,CO3,CO5,CO6","34","81","3","53.32","53.32"
"PO3","CO3,CO4,CO6","22","53","3","53.89","53.89"
"PO4","CO2,CO3,CO4,CO5,CO6","40","96","3","53.06","53.06"
"PO5","CO3,CO5,CO6","18","43","3","54.49","54.49"
"POS1","CO2,CO3,CO4,CO5,CO6","40","96","3","53.06","53.06"
