CO1,1,4,3.71,74.2,4.6,4.66,92.6,42.31,53.72,84,56.75
CO2,3,4,3.63,72.6,4.6,4.66,92.6,42.31,53.4,84,56.46
CO3,4,4,3.69,73.8,4.6,4.66,92.6,42.31,53.64,84,56.68
CO4,2,4,3.77,75.4,4.6,4.66,92.6,42.31,53.96,84,56.96
CO5,5,4,3.83,76.6,4.6,4.66,92.6,42.31,54.2,84,57.18
CO6,-,-,-,-,4.6,4.66,92.6,42.31,57.4,84,60.06
